,race,LSAT,UGPA,ZFYA,fairScore
13761,2,44.0,2.6,-0.85,45.29759027599206
13762,0,39.0,3.5,0.52,38.91366637980439
13763,0,41.0,2.8,-1.14,41.130447198770625
13764,0,44.0,2.9,0.13,45.28817965263296
13765,0,42.0,2.8,0.58,43.325316413348574
13766,5,32.0,3.1,-0.52,33.31462131150935
13767,0,41.0,3.3,0.06,41.130447198770625
13768,0,41.0,3.2,-0.21,41.130447198770625
13769,0,39.0,2.9,0.67,38.91366637980439
13770,0,42.0,2.8,-0.94,43.325316413348574
13771,0,35.5,3.4,-0.85,36.757264183554916
13772,0,41.0,2.9,1.85,41.130447198770625
13773,2,46.0,2.3,-0.2,47.26669881201337
13774,0,40.0,3.5,0.77,41.130447198770625
13775,0,42.0,3.1,0.93,43.325316413348574
13776,0,42.0,3.1,2.13,43.325316413348574
13777,0,41.0,3.1,0.79,41.130447198770625
13778,0,44.0,2.7,-0.16,45.28817965263296
13779,0,44.0,2.9,1.86,45.28817965263296
13780,2,40.0,3.0,0.64,41.0263556823405
13781,0,41.0,3.4,0.73,41.130447198770625
13782,0,43.0,3.4,0.32,43.325316413348574
13783,0,43.0,3.3,1.07,43.325316413348574
13784,0,40.0,3.3,0.62,41.130447198770625
13785,5,29.75,2.9,-1.66,30.869172871534854
13786,0,41.0,3.3,1.37,41.130447198770625
13787,0,44.0,2.8,0.96,45.28817965263296
13788,0,47.0,3.0,0.23,47.13221707128243
13789,2,35.0,3.1,-0.69,35.0
13790,2,37.0,3.0,-1.21,36.970070962174326
13791,0,36.0,3.3,0.07,36.757264183554916
13792,0,44.0,3.0,0.45,45.28817965263296
13793,5,36.0,2.6,-1.17,37.39385405475788
13794,0,35.0,4.0,1.54,34.57730321089646
13795,0,39.0,3.4,1.12,38.91366637980439
13796,0,41.0,3.4,1.26,41.130447198770625
13797,2,36.0,3.3,-1.52,36.970070962174326
13798,2,36.0,3.6,0.56,36.970070962174326
13799,0,37.0,3.6,0.24,36.757264183554916
13800,3,40.0,2.3,0.86,41.524024303598765
13801,0,37.0,3.8,0.69,36.757264183554916
13802,0,36.5,3.4,-0.02,36.757264183554916
13803,4,39.0,3.0,0.99,39.179041869968145
13804,0,37.0,3.3,1.38,36.757264183554916
13805,6,41.0,3.1,-1.06,41.07243325878752
13806,0,41.0,2.8,-0.07,41.130447198770625
13807,5,29.0,3.0,-1.3,28.945400931040407
13808,0,43.0,2.2,1.62,43.325316413348574
13809,0,41.0,3.3,0.68,41.130447198770625
13810,0,39.0,3.5,1.41,38.91366637980439
13811,0,42.0,2.8,-0.92,43.325316413348574
13812,0,41.0,3.3,-0.75,41.130447198770625
13813,0,38.0,3.1,-0.13,38.91366637980439
13814,0,43.0,3.7,-0.2,43.325316413348574
13815,0,37.0,3.5,-0.09,36.757264183554916
13816,0,36.0,3.5,1.8,36.757264183554916
13817,0,37.5,3.6,0.8,38.91366637980439
13818,0,42.0,3.4,0.55,43.325316413348574
13819,0,39.0,3.4,0.44,38.91366637980439
13820,0,37.0,3.2,-0.08,36.757264183554916
13821,0,41.0,3.2,-0.55,41.130447198770625
13822,0,36.0,3.5,-1.37,36.757264183554916
13823,2,38.0,2.9,-0.18,38.92157329601039
13824,2,40.0,3.3,0.61,41.0263556823405
13825,2,32.0,3.4,-0.96,32.913069434113176
13826,0,37.0,3.8,-0.12,36.757264183554916
13827,0,44.0,3.7,1.72,45.28817965263296
13828,0,41.0,3.1,0.23,41.130447198770625
13829,4,35.0,3.3,0.01,35.0820453505715
13830,0,43.0,2.9,1.11,43.325316413348574
13831,0,40.0,3.4,0.91,41.130447198770625
13832,0,38.0,3.5,0.2,38.91366637980439
13833,2,36.0,3.7,-1.57,36.970070962174326
13834,0,37.0,3.5,1.36,36.757264183554916
13835,0,40.0,3.0,0.6,41.130447198770625
13836,4,41.0,3.0,-0.02,41.36829409896348
13837,0,37.5,3.0,-0.58,38.91366637980439
13838,0,39.0,2.7,-0.43,38.91366637980439
13839,0,36.0,3.6,-0.06,36.757264183554916
13840,0,37.0,3.3,1.11,36.757264183554916
13841,5,40.0,2.9,-1.05,41.57179735976823
13842,2,34.0,3.6,-0.66,35.0
13843,0,46.0,2.9,1.07,47.13221707128243
13844,0,39.0,3.4,-0.06,38.91366637980439
13845,0,43.0,2.9,0.09,43.325316413348574
13846,0,41.0,2.8,0.25,41.130447198770625
13847,2,42.0,3.1,0.4,43.244136321479594
13848,0,42.0,3.4,-0.83,43.325316413348574
13849,3,30.0,2.8,-0.07,31.433277896279797
13850,0,40.0,2.7,0.47,41.130447198770625
13851,0,39.0,3.5,-0.99,38.91366637980439
13852,0,41.0,3.2,0.31,41.130447198770625
13853,0,39.0,3.8,-0.09,38.91366637980439
13854,0,40.0,3.4,0.17,41.130447198770625
13855,0,42.0,3.4,0.83,43.325316413348574
13856,0,41.0,3.2,0.2,41.130447198770625
13857,0,37.0,3.6,0.59,36.757264183554916
13858,5,32.0,2.8,-1.1,33.31462131150935
13859,0,40.0,3.2,0.09,41.130447198770625
13860,0,38.5,3.4,-0.97,38.91366637980439
13861,0,42.0,3.5,1.28,43.325316413348574
13862,0,37.0,3.9,-0.39,36.757264183554916
13863,0,37.0,3.7,0.14,36.757264183554916
13864,5,33.0,2.7,-1.52,33.31462131150935
13865,0,46.0,2.6,0.62,47.13221707128243
13866,0,41.0,3.3,0.01,41.130447198770625
13867,0,41.0,3.6,0.19,41.130447198770625
13868,5,30.0,2.8,-1.25,30.869172871534854
13869,4,42.0,2.7,0.34,43.60299494094282
13870,0,35.0,3.3,-1.3,34.57730321089646
13871,2,44.0,3.0,0.98,45.29759027599206
13872,0,39.0,3.7,1.82,38.91366637980439
13873,0,42.0,3.0,1.01,43.325316413348574
13874,0,43.0,2.7,0.48,43.325316413348574
13875,0,38.5,3.1,-0.45,38.91366637980439
13876,0,41.0,2.7,-0.42,41.130447198770625
13877,0,40.0,3.3,-0.13,41.130447198770625
13878,0,38.5,3.0,0.17,38.91366637980439
13879,5,32.0,2.6,-0.63,33.31462131150935
13880,6,37.0,3.7,-0.26,36.785484954174954
13881,5,32.0,2.9,-0.68,33.31462131150935
13882,0,37.5,2.9,1.04,38.91366637980439
13883,0,39.0,3.1,-0.3,38.91366637980439
13884,0,37.0,3.4,1.15,36.757264183554916
13885,0,41.0,3.1,-0.49,41.130447198770625
13886,0,36.0,3.8,0.3,36.757264183554916
13887,0,39.5,3.2,0.36,41.130447198770625
13888,5,31.0,3.1,-1.28,30.869172871534854
13889,0,44.0,4.0,1.52,45.28817965263296
13890,0,43.0,3.5,1.6,43.325316413348574
13891,0,39.0,2.5,0.2,38.91366637980439
13892,0,41.0,2.7,0.57,41.130447198770625
13893,3,35.0,2.3,-1.5,35.60448111766814
13894,2,37.5,3.0,-1.42,38.92157329601039
13895,0,41.0,3.3,0.98,41.130447198770625
13896,4,29.0,3.4,-0.3,28.866026768202453
13897,0,38.0,3.3,1.52,38.91366637980439
13898,0,34.0,3.6,-0.57,34.57730321089646
13899,0,39.0,3.4,0.36,38.91366637980439
13900,0,40.0,3.0,-1.82,41.130447198770625
13901,0,43.0,2.7,-1.02,43.325316413348574
13902,0,36.0,3.6,0.66,36.757264183554916
13903,0,40.0,3.6,1.81,41.130447198770625
13904,3,31.0,2.5,-0.07,31.433277896279797
13905,0,36.0,3.9,-0.02,36.757264183554916
13906,3,40.0,2.2,-1.09,41.524024303598765
13907,0,35.5,3.4,-0.15,36.757264183554916
13908,0,37.0,3.7,-0.65,36.757264183554916
13909,0,32.0,3.9,-0.89,32.489412194785075
13910,0,48.0,3.7,1.89,49.0
13911,0,40.0,3.3,1.05,41.130447198770625
13912,0,34.0,3.9,-1.28,34.57730321089646
13913,0,40.0,2.9,-0.76,41.130447198770625
13914,0,45.0,3.0,1.08,45.28817965263296
13915,0,39.5,3.0,-1.75,41.130447198770625
13916,0,40.0,3.3,-0.05,41.130447198770625
13917,0,40.0,3.1,-0.76,41.130447198770625
13918,0,42.0,3.0,-0.36,43.325316413348574
13919,0,37.0,4.0,0.79,36.757264183554916
13920,0,40.0,3.2,1.0,41.130447198770625
13921,0,42.0,3.0,0.61,43.325316413348574
13922,0,40.0,3.0,0.71,41.130447198770625
13923,0,40.0,3.4,-0.52,41.130447198770625
13924,0,43.0,3.6,1.31,43.325316413348574
13925,0,35.0,3.7,0.92,34.57730321089646
13926,0,43.0,3.1,-0.11,43.325316413348574
13927,0,31.5,4.0,0.68,32.489412194785075
13928,0,37.0,3.3,-2.01,36.757264183554916
13929,0,42.0,3.8,0.45,43.325316413348574
13930,0,40.0,2.9,-1.14,41.130447198770625
13931,3,38.0,2.5,-0.76,39.35429560808496
13932,0,47.0,3.3,1.05,47.13221707128243
13933,0,43.0,3.3,0.68,43.325316413348574
13934,0,36.0,3.7,0.14,36.757264183554916
13935,0,41.0,3.8,1.13,41.130447198770625
13936,6,38.0,3.0,0.35,39.16597205575577
13937,0,41.0,3.6,-0.49,41.130447198770625
13938,0,35.0,3.3,1.32,34.57730321089646
13939,0,38.0,3.4,-0.18,38.91366637980439
13940,0,40.0,3.1,-0.18,41.130447198770625
13941,0,42.0,2.7,0.37,43.325316413348574
13942,0,42.0,3.3,0.03,43.325316413348574
13943,0,45.0,3.4,0.55,45.28817965263296
13944,3,28.0,2.7,-1.31,29.368116621576966
13945,0,33.0,3.9,1.34,32.489412194785075
13946,0,41.0,3.5,0.73,41.130447198770625
13947,0,43.0,2.8,1.11,43.325316413348574
13948,3,31.0,2.7,-1.23,31.433277896279797
13949,0,42.0,4.0,0.92,43.325316413348574
13950,0,41.0,3.4,0.16,41.130447198770625
13951,3,31.0,3.0,-1.8,31.433277896279797
13952,0,32.0,3.7,0.05,32.489412194785075
13953,0,41.0,3.3,0.22,41.130447198770625
13954,0,37.5,3.9,0.92,38.91366637980439
13955,0,42.0,3.9,0.74,43.325316413348574
13956,0,37.0,3.5,0.29,36.757264183554916
13957,0,39.0,3.4,-0.94,38.91366637980439
13958,0,44.0,3.9,1.32,45.28817965263296
13959,0,39.0,3.1,-1.15,38.91366637980439
13960,0,37.0,3.4,0.4,36.757264183554916
13961,0,37.0,3.8,-0.05,36.757264183554916
13962,0,32.0,4.0,-0.26,32.489412194785075
13963,0,32.0,3.7,0.61,32.489412194785075
13964,0,40.0,3.8,1.08,41.130447198770625
13965,0,48.0,2.6,-0.55,49.0
13966,0,42.0,3.1,0.16,43.325316413348574
13967,0,35.0,3.8,0.19,34.57730321089646
13968,0,43.0,3.1,0.53,43.325316413348574
13969,0,41.0,2.8,-1.17,41.130447198770625
13970,0,36.0,3.6,-0.18,36.757264183554916
13971,0,33.0,4.0,0.58,32.489412194785075
13972,0,38.0,3.5,-0.6,38.91366637980439
13973,0,37.0,3.7,0.69,36.757264183554916
13974,0,31.0,3.9,-1.83,30.41726256161723
13975,0,34.0,3.8,-0.6,34.57730321089646
13976,0,41.0,2.9,-0.47,41.130447198770625
13977,0,38.0,3.7,0.47,38.91366637980439
13978,0,43.0,3.6,-0.38,43.325316413348574
13979,0,40.0,2.9,0.53,41.130447198770625
13980,0,38.0,3.0,-0.68,38.91366637980439
13981,3,30.0,3.1,-1.39,31.433277896279797
13982,0,41.0,3.1,-0.44,41.130447198770625
13983,0,42.0,3.5,0.74,43.325316413348574
13984,0,41.0,3.5,1.26,41.130447198770625
13985,0,35.0,3.7,0.45,34.57730321089646
13986,0,40.0,2.7,0.08,41.130447198770625
13987,0,41.0,2.7,0.03,41.130447198770625
13988,0,35.0,3.6,1.6,34.57730321089646
13989,0,39.0,3.4,-0.52,38.91366637980439
13990,0,43.0,3.7,1.47,43.325316413348574
13991,0,42.0,2.9,-0.92,43.325316413348574
13992,0,41.0,2.3,-1.88,41.130447198770625
13993,0,38.0,3.5,0.08,38.91366637980439
13994,0,40.0,2.6,0.06,41.130447198770625
13995,0,40.0,3.1,-0.78,41.130447198770625
13996,3,27.0,2.7,-1.02,27.220225239564655
13997,0,32.0,3.8,0.13,32.489412194785075
13998,0,43.0,3.5,0.06,43.325316413348574
13999,0,34.0,3.7,0.97,34.57730321089646
14000,3,26.0,2.5,-3.01,27.220225239564655
14001,0,27.0,2.7,-0.73,26.35008146270513
14002,0,38.0,2.8,-0.73,38.91366637980439
14003,0,38.0,2.6,0.11,38.91366637980439
14004,0,31.0,3.0,0.0,30.41726256161723
14005,0,37.0,2.4,-0.76,36.757264183554916
14006,0,40.0,2.5,0.1,41.130447198770625
14007,0,32.0,2.9,0.73,32.489412194785075
14008,0,34.0,3.0,0.25,34.57730321089646
14009,0,42.0,3.2,0.95,43.325316413348574
14010,0,34.0,3.2,0.08,34.57730321089646
14011,4,31.0,2.5,-1.09,31.00601438949191
14012,0,44.0,2.1,0.07,45.28817965263296
14013,0,30.0,2.6,0.7,30.41726256161723
14014,0,40.0,2.5,1.1,41.130447198770625
14015,0,38.0,3.0,-0.75,38.91366637980439
14016,0,38.0,2.5,-0.14,38.91366637980439
14017,0,28.25,2.8,-0.93,28.36397895081746
14018,0,39.0,2.7,-0.14,38.91366637980439
14019,0,36.0,3.1,0.31,36.757264183554916
14020,0,25.0,3.4,0.78,24.314810269694096
14021,0,39.0,2.8,0.67,38.91366637980439
14022,0,33.0,3.3,0.94,32.489412194785075
14023,0,37.0,2.7,0.61,36.757264183554916
14024,0,33.0,2.8,-0.9,32.489412194785075
14025,4,36.0,3.1,-0.46,37.16422603751931
14026,0,38.0,2.7,1.1,38.91366637980439
14027,5,32.0,2.7,0.71,33.31462131150935
14028,0,39.0,3.0,1.39,38.91366637980439
14029,0,36.0,3.4,0.55,36.757264183554916
14030,0,32.0,2.6,-1.22,32.489412194785075
14031,5,31.0,2.8,-1.42,30.869172871534854
14032,0,30.5,2.6,0.54,30.41726256161723
14033,0,35.0,3.4,1.39,34.57730321089646
14034,0,32.0,3.6,0.52,32.489412194785075
14035,0,39.0,3.0,0.67,38.91366637980439
14036,0,34.0,3.3,1.44,34.57730321089646
14037,0,38.0,2.4,0.81,38.91366637980439
14038,0,31.0,3.4,-0.08,30.41726256161723
14039,0,30.5,2.7,-0.02,30.41726256161723
14040,0,37.0,3.1,0.34,36.757264183554916
14041,0,35.0,3.0,0.26,34.57730321089646
14042,0,35.0,2.7,0.9,34.57730321089646
14043,0,36.5,2.7,-0.94,36.757264183554916
14044,0,34.0,3.5,0.52,34.57730321089646
14045,0,35.0,3.0,0.76,34.57730321089646
14046,0,36.0,2.7,-0.5,36.757264183554916
14047,0,36.0,2.9,0.59,36.757264183554916
14048,5,27.0,2.5,-1.4,26.63121471132672
14049,0,32.0,3.5,-1.09,32.489412194785075
14050,0,39.0,2.8,-0.57,38.91366637980439
14051,2,29.0,3.3,-0.07,28.499630728581234
14052,0,36.0,3.4,-0.02,36.757264183554916
14053,3,32.0,3.1,-1.39,33.544646013045195
14054,0,36.5,2.2,-0.43,36.757264183554916
14055,0,37.0,2.9,0.66,36.757264183554916
14056,0,34.5,3.4,-0.95,34.57730321089646
14057,0,29.0,3.9,-0.14,28.36397895081746
14058,0,36.0,3.3,0.01,36.757264183554916
14059,0,36.0,3.1,0.89,36.757264183554916
14060,0,32.5,2.9,0.85,32.489412194785075
14061,0,34.0,2.9,-0.94,34.57730321089646
14062,0,41.0,2.8,0.13,41.130447198770625
14063,5,26.0,2.7,-0.94,26.63121471132672
14064,0,35.0,3.4,1.51,34.57730321089646
14065,0,34.0,3.3,0.39,34.57730321089646
14066,0,41.0,2.4,2.18,41.130447198770625
14067,0,34.0,3.5,0.06,34.57730321089646
14068,0,32.5,3.6,-0.14,32.489412194785075
14069,0,27.0,3.4,-1.21,26.35008146270513
14070,0,34.0,2.7,0.64,34.57730321089646
14071,0,32.0,2.6,-1.15,32.489412194785075
14072,0,36.0,2.9,0.22,36.757264183554916
14073,5,26.5,2.7,-0.7,26.63121471132672
14074,0,34.0,3.1,0.44,34.57730321089646
14075,0,32.5,3.5,0.14,32.489412194785075
14076,0,35.0,3.1,0.44,34.57730321089646
14077,0,33.0,3.2,0.42,32.489412194785075
14078,0,39.0,3.0,2.32,38.91366637980439
14079,0,38.0,2.8,2.48,38.91366637980439
14080,0,38.0,2.5,0.16,38.91366637980439
14081,0,37.0,3.0,1.28,36.757264183554916
14082,0,33.5,3.6,0.3,34.57730321089646
14083,0,36.0,3.3,1.59,36.757264183554916
14084,0,37.0,3.4,-0.22,36.757264183554916
14085,0,26.5,2.6,0.98,26.35008146270513
14086,0,36.0,3.2,0.75,36.757264183554916
14087,3,25.0,3.7,-0.76,25.203060752685662
14088,0,29.25,3.5,0.58,30.41726256161723
14089,0,34.0,2.8,1.11,34.57730321089646
14090,0,39.0,2.8,0.39,38.91366637980439
14091,0,35.0,3.8,-1.31,34.57730321089646
14092,5,32.0,2.7,-0.5,33.31462131150935
14093,0,34.0,3.0,-0.14,34.57730321089646
14094,0,35.0,3.3,0.23,34.57730321089646
14095,0,35.5,3.2,0.34,36.757264183554916
14096,2,32.0,3.5,-0.84,32.913069434113176
14097,0,36.0,3.2,-2.15,36.757264183554916
14098,0,37.0,3.1,1.51,36.757264183554916
14099,0,32.5,3.3,-0.09,32.489412194785075
14100,0,32.0,3.0,0.35,32.489412194785075
14101,0,37.0,2.9,-0.04,36.757264183554916
14102,0,35.0,3.2,0.07,34.57730321089646
14103,0,29.0,3.0,-1.59,28.36397895081746
14104,0,38.0,2.9,1.08,38.91366637980439
14105,0,29.5,2.8,0.19,30.41726256161723
14106,0,33.5,3.1,1.23,34.57730321089646
14107,0,21.5,3.3,0.15,22.28700774327646
14108,0,28.0,2.4,-0.05,28.36397895081746
14109,0,33.0,2.9,1.92,32.489412194785075
14110,0,34.0,3.2,0.11,34.57730321089646
14111,0,35.0,3.1,0.12,34.57730321089646
14112,0,46.0,2.9,-0.12,47.13221707128243
14113,0,34.0,2.9,-0.36,34.57730321089646
14114,0,35.0,3.0,0.14,34.57730321089646
14115,0,37.0,2.9,1.42,36.757264183554916
14116,0,28.25,2.8,-1.41,28.36397895081746
14117,0,35.0,3.6,-0.29,34.57730321089646
14118,0,40.0,2.9,-0.1,41.130447198770625
14119,0,32.0,3.9,-0.74,32.489412194785075
14120,0,33.0,2.4,-0.27,32.489412194785075
14121,0,37.0,2.7,-0.33,36.757264183554916
14122,0,36.5,2.8,-0.66,36.757264183554916
14123,0,32.0,3.3,0.04,32.489412194785075
14124,0,33.0,3.0,-0.75,32.489412194785075
14125,0,27.75,2.0,-0.81,28.36397895081746
14126,0,45.0,1.9,1.59,45.28817965263296
14127,0,36.5,2.4,0.61,36.757264183554916
14128,0,34.0,3.1,-0.16,34.57730321089646
14129,0,33.0,3.5,-0.13,32.489412194785075
14130,0,38.0,2.1,3.04,38.91366637980439
14131,0,32.0,3.2,0.01,32.489412194785075
14132,0,37.0,2.8,0.26,36.757264183554916
14133,0,39.0,2.9,2.7,38.91366637980439
14134,0,30.5,3.5,0.27,30.41726256161723
14135,0,38.0,2.8,0.78,38.91366637980439
14136,0,32.0,2.5,0.59,32.489412194785075
14137,0,32.0,3.5,-0.55,32.489412194785075
14138,0,34.0,3.3,0.67,34.57730321089646
14139,0,36.0,3.3,0.14,36.757264183554916
14140,0,36.0,2.9,0.32,36.757264183554916
14141,0,37.0,2.8,0.59,36.757264183554916
14142,5,31.0,2.7,0.3,30.869172871534854
14143,0,35.0,3.1,-0.02,34.57730321089646
14144,0,33.0,3.5,0.17,32.489412194785075
14145,0,36.0,3.2,1.26,36.757264183554916
14146,0,35.0,3.0,-0.31,34.57730321089646
14147,2,25.0,3.1,-0.67,24.248319149117513
14148,0,29.0,3.7,-0.43,28.36397895081746
14149,0,35.0,2.9,1.36,34.57730321089646
14150,0,39.0,3.1,1.77,38.91366637980439
14151,0,32.0,3.3,-0.47,32.489412194785075
14152,0,37.0,3.4,2.27,36.757264183554916
14153,0,34.0,3.4,0.41,34.57730321089646
14154,0,35.0,3.2,0.42,34.57730321089646
14155,0,33.0,3.5,0.58,32.489412194785075
14156,0,36.0,2.8,1.28,36.757264183554916
14157,0,35.0,3.0,1.05,34.57730321089646
14158,0,25.5,2.6,-1.01,26.35008146270513
14159,0,39.0,2.5,1.09,38.91366637980439
14160,0,35.0,2.8,-0.58,34.57730321089646
14161,0,36.0,3.1,0.15,36.757264183554916
14162,0,32.0,3.1,1.23,32.489412194785075
14163,0,33.0,3.0,0.39,32.489412194785075
14164,0,40.0,2.5,-0.12,41.130447198770625
14165,0,33.0,2.8,-1.02,32.489412194785075
14166,0,30.0,3.6,-0.91,30.41726256161723
14167,3,29.0,2.1,-0.6,29.368116621576966
14168,0,33.0,3.2,0.83,32.489412194785075
14169,0,37.0,3.2,-0.58,36.757264183554916
14170,0,26.0,3.7,-0.22,26.35008146270513
14171,0,37.0,2.9,-0.75,36.757264183554916
14172,2,31.0,3.4,-0.86,30.6935219105224
14173,0,36.0,2.7,1.34,36.757264183554916
14174,0,33.0,3.0,0.46,32.489412194785075
14175,0,39.0,3.0,1.43,38.91366637980439
14176,0,33.0,3.3,-0.62,32.489412194785075
14177,0,30.5,3.2,-0.77,30.41726256161723
14178,0,33.5,2.8,-0.17,34.57730321089646
14179,0,31.0,3.0,-1.06,30.41726256161723
14180,0,37.0,2.6,-0.08,36.757264183554916
14181,3,21.0,3.2,-1.09,20.782417822839324
14182,0,36.0,3.1,-0.67,36.757264183554916
14183,0,36.0,3.1,1.33,36.757264183554916
14184,0,29.5,3.5,-0.58,30.41726256161723
14185,0,39.0,3.0,0.07,38.91366637980439
14186,0,39.0,2.6,0.15,38.91366637980439
14187,0,34.0,3.5,2.56,34.57730321089646
14188,0,35.0,2.8,1.22,34.57730321089646
14189,0,35.0,3.1,1.74,34.57730321089646
14190,0,33.0,2.8,0.67,32.489412194785075
14191,0,30.0,3.5,0.53,30.41726256161723
14192,5,32.0,2.3,0.18,33.31462131150935
14193,0,39.0,3.1,-1.64,38.91366637980439
14194,0,34.0,3.1,-0.03,34.57730321089646
14195,5,25.0,3.3,-0.75,25.0
14196,0,35.0,3.0,-0.88,34.57730321089646
14197,0,32.0,2.9,0.24,32.489412194785075
14198,0,34.0,2.7,0.61,34.57730321089646
14199,0,31.0,3.6,-0.48,30.41726256161723
14200,0,32.0,3.2,-1.16,32.489412194785075
14201,0,37.0,3.3,0.86,36.757264183554916
14202,3,23.0,2.7,-1.39,22.950996334913793
14203,0,31.5,3.6,-0.67,32.489412194785075
14204,0,42.0,2.7,1.43,43.325316413348574
14205,3,29.0,3.0,-0.04,29.368116621576966
14206,0,32.0,3.0,0.68,32.489412194785075
14207,0,33.0,3.6,-0.04,32.489412194785075
14208,0,35.0,2.3,-0.35,34.57730321089646
14209,0,38.0,2.8,0.21,38.91366637980439
14210,0,35.0,3.3,1.34,34.57730321089646
14211,3,25.0,3.3,-0.75,25.203060752685662
14212,0,40.0,2.6,-1.0,41.130447198770625
14213,0,29.0,3.5,-0.17,28.36397895081746
14214,0,35.0,3.4,1.51,34.57730321089646
14215,0,35.0,2.6,-0.25,34.57730321089646
14216,0,33.0,3.2,0.53,32.489412194785075
14217,0,45.0,2.9,0.22,45.28817965263296
14218,0,39.0,3.0,1.05,38.91366637980439
14219,0,45.0,2.9,0.48,45.28817965263296
14220,0,42.0,2.9,-0.14,43.325316413348574
14221,0,29.5,3.7,-0.01,30.41726256161723
14222,0,38.0,3.4,0.02,38.91366637980439
14223,0,40.0,3.0,1.97,41.130447198770625
14224,0,47.0,3.2,1.92,47.13221707128243
14225,0,30.5,3.5,0.79,30.41726256161723
14226,0,45.0,2.8,0.84,45.28817965263296
14227,3,24.0,3.1,-1.37,25.203060752685662
14228,0,36.0,3.1,0.92,36.757264183554916
14229,0,39.0,3.6,0.89,38.91366637980439
14230,0,34.0,3.4,0.22,34.57730321089646
14231,2,32.0,3.6,0.07,32.913069434113176
14232,3,34.0,2.8,-1.63,35.60448111766814
14233,0,38.0,3.3,1.02,38.91366637980439
14234,0,28.0,3.7,-1.55,28.36397895081746
14235,0,37.5,2.7,1.18,38.91366637980439
14236,3,28.0,3.2,0.25,29.368116621576966
14237,0,35.0,2.5,-1.63,34.57730321089646
14238,0,31.0,3.1,-0.44,30.41726256161723
14239,0,43.0,2.8,0.48,43.325316413348574
14240,0,33.5,3.6,-0.55,34.57730321089646
14241,0,37.0,3.3,0.56,36.757264183554916
14242,4,26.0,3.1,-0.65,26.76839296436412
14243,0,36.0,2.9,0.97,36.757264183554916
14244,0,28.5,3.3,-0.32,28.36397895081746
14245,4,27.75,2.9,-1.83,28.866026768202453
14246,0,35.0,3.4,-0.29,34.57730321089646
14247,0,39.0,3.3,1.3,38.91366637980439
14248,0,35.5,3.5,0.3,36.757264183554916
14249,4,27.0,2.5,-1.39,26.76839296436412
14250,0,40.0,3.3,0.74,41.130447198770625
14251,0,40.0,3.3,-0.24,41.130447198770625
14252,0,33.0,3.4,0.87,32.489412194785075
14253,0,38.0,3.2,-0.62,38.91366637980439
14254,4,28.0,2.7,-1.16,28.866026768202453
14255,3,22.0,3.2,-2.14,22.950996334913793
14256,0,29.0,3.9,1.38,28.36397895081746
14257,4,31.0,3.2,0.28,31.00601438949191
14258,0,33.5,3.4,0.94,34.57730321089646
14259,0,34.0,3.2,-0.47,34.57730321089646
14260,0,32.0,3.8,0.61,32.489412194785075
14261,0,32.0,3.5,0.71,32.489412194785075
14262,0,36.0,3.5,-0.8,36.757264183554916
14263,0,37.0,3.3,0.35,36.757264183554916
14264,0,35.0,3.2,0.35,34.57730321089646
14265,0,32.0,3.7,1.25,32.489412194785075
14266,0,37.0,3.3,-0.11,36.757264183554916
14267,0,40.0,3.1,0.35,41.130447198770625
14268,0,34.0,3.2,-0.01,34.57730321089646
14269,0,37.0,2.8,0.02,36.757264183554916
14270,0,34.0,3.5,0.92,34.57730321089646
14271,0,32.0,3.5,0.35,32.489412194785075
14272,0,36.0,3.2,-0.39,36.757264183554916
14273,0,40.0,3.1,0.02,41.130447198770625
14274,6,41.5,3.1,-0.01,43.327140570486016
14275,0,39.0,3.6,0.56,38.91366637980439
14276,0,40.0,3.2,0.71,41.130447198770625
14277,0,29.0,3.8,-0.24,28.36397895081746
14278,2,34.0,2.8,0.22,35.0
14279,0,37.0,3.4,0.69,36.757264183554916
14280,0,33.0,3.4,-0.47,32.489412194785075
14281,0,34.0,3.7,0.15,34.57730321089646
14282,0,37.0,3.4,0.58,36.757264183554916
14283,0,23.75,2.9,-0.93,24.314810269694096
14284,2,30.0,3.5,0.1,30.6935219105224
14285,0,36.0,3.7,-0.03,36.757264183554916
14286,0,33.0,3.5,0.1,32.489412194785075
14287,0,35.0,3.4,-0.21,34.57730321089646
14288,0,37.0,3.3,0.15,36.757264183554916
14289,0,36.0,2.9,-0.52,36.757264183554916
14290,0,40.0,3.2,1.38,41.130447198770625
14291,0,34.0,3.5,1.15,34.57730321089646
14292,0,34.0,3.4,1.05,34.57730321089646
14293,6,31.0,3.2,-1.24,30.629235211135693
14294,0,34.0,3.6,1.23,34.57730321089646
14295,0,32.0,3.7,0.1,32.489412194785075
14296,0,35.0,3.3,0.07,34.57730321089646
14297,0,34.0,2.8,-0.32,34.57730321089646
14298,6,27.0,3.1,-2.86,26.636681070820824
14299,7,31.0,2.7,0.17,31.17260254356586
14300,0,40.5,3.3,0.22,41.130447198770625
14301,0,36.0,3.3,0.33,36.757264183554916
14302,0,28.0,3.5,0.17,28.36397895081746
14303,0,34.0,3.5,0.35,34.57730321089646
14304,0,28.5,3.5,-1.37,28.36397895081746
14305,0,43.0,2.6,-0.75,43.325316413348574
14306,0,30.0,3.1,-0.24,30.41726256161723
14307,2,28.0,2.9,-0.98,28.499630728581234
14308,3,29.0,3.4,-1.32,29.368116621576966
14309,0,41.0,3.5,1.23,41.130447198770625
14310,3,13.5,2.7,-1.57,14.623863086512985
