race,LSAT,UGPA,ZFYA,uuid
0,34.5,2.5,-0.53,24165355696106650035994794726469108073
0,29.0,3.8,0.28,8169664260089365517350894541788042718
0,26.0,3.7,0.59,170864921417974747247320206877284622236
0,35.0,3.5,0.67,102152497097855239202614081564433611658
0,33.0,3.2,-0.03,252548007572536321183212156808483256344
0,33.0,3.7,0.71,336452865412147208684887994566620930028
0,36.0,3.4,1.56,23993127044155636782093494092573061321
0,35.0,3.1,-0.98,165429919413021651334775938032953158680
0,37.0,3.5,-0.42,140754112749716366432276787301000425193
0,40.0,2.7,1.04,199038273783596100057412280736730694972
0,31.0,3.2,0.09,260790164099055419452554364992236633145
0,37.0,2.9,0.34,18522485236139462761580795440526713467
0,32.0,3.4,0.92,328283469444376235601801784495281342401
0,33.5,3.3,0.15,311761003752043727909421861731785094858
0,31.0,3.6,0.18,111910970127761429113081591572320917847
0,35.0,3.5,-0.28,4916089751235037094163564264557224633
0,28.5,3.4,-0.61,30956221985719874004748648236877060064
0,36.0,3.2,0.46,269063782688652499052721888979724483525
0,35.0,3.0,-0.38,124672168613919523206595201072761918774
0,31.0,3.5,1.54,80696694280041708283945450684754119391
0,32.0,2.5,0.69,332996722299211569229641757333966170335
0,32.0,3.9,0.71,44804610002319621667785250354450852563
0,28.0,3.3,-1.02,322347546123264475434705194003569433893
0,32.0,3.2,-0.32,24242913161653333006624710324392479583
6,33.5,3.2,0.44,119518776380631744624525331525430248939
0,30.5,3.4,1.17,8249287397082039589060296330408971759
0,34.0,3.5,0.42,62077768747617298126081750818878075980
0,29.0,3.0,0.77,94561182326901944600140430651573126795
0,28.0,3.8,1.06,124564587545367440122535944247667408626
0,34.0,3.0,1.29,180236484994087982623548796139463041221
0,28.0,2.9,-1.4,204465398050931674537469160071502760222
0,31.0,3.6,-1.17,139502671775137627642595671169885816280
0,36.0,3.3,-0.16,210072569090916198379506786927664706332
0,38.0,3.1,0.73,173561552143868350462808059135308388255
0,35.0,3.4,0.05,296427096746004087531016916537820872863
0,35.0,3.4,-0.47,274627033236603410416308661143935294869
0,33.0,3.0,0.09,20327235794634091826997584813229711454
0,29.0,3.3,0.03,115442256501679849992012685572388787686
0,31.0,3.5,0.24,68430379761622605417343788105661826844
0,38.0,3.2,0.98,213505263834965171970492403974647158776
0,30.5,3.1,-0.49,3544192117900152429495660707457136030
0,40.0,3.8,0.46,144388692605036951792431043851125773988
0,38.0,3.1,0.57,103358312200343617340930800491750026496
0,36.0,3.2,0.18,51786769725775154588473613649927247538
0,35.0,3.0,-0.82,136607310708721811308840559773633905116
0,35.0,3.0,0.15,111649558291939281842020819490697933789
0,31.0,3.2,-0.65,80336556366021259771125334895353456537
0,32.5,3.1,-0.78,152175468538809306896073333856407858515
0,39.0,2.9,0.46,183533127200189222686309416481857418687
3,25.0,2.5,-1.33,82690240069852208974011046542471228944
0,31.0,3.5,-0.53,228341282839301137192074296967195156320
0,35.0,3.5,-0.98,140947120895024855582842921829015560185
0,29.0,3.2,-0.59,316284299838926013805615323610136767850
0,33.0,3.1,0.22,182860707745560925231214224126243604628
0,37.0,3.2,1.11,62777356128016524888845092123094940443
0,38.0,3.6,1.11,154407510197580219817067852150008040265
0,37.0,3.2,0.96,217104027788887257753390915591642650004
0,35.0,3.0,0.69,155632018884204071148553336155851650178
0,30.0,3.3,0.44,67333580965755221746816893201925894753
0,32.0,3.7,1.81,298773524190530985060699426951220018856
0,32.0,3.0,-0.01,158580611851506733479227561635777662553
0,37.0,2.9,0.15,12794997081878278983921327465117013448
0,31.0,3.2,1.52,12999183632720819193911964704587489308
3,26.0,2.3,-1.0,4899201304667292840277094438489954869
0,37.0,2.9,-0.8,257040878202537625210336166364348406540
0,29.0,3.1,1.06,275757805415915088473680878633323486776
0,40.0,2.5,1.77,276362164046564211806143678543639837549
0,31.0,2.6,0.07,183439315949348273624916122153665468977
0,30.0,3.7,-0.82,310848712084543292014370547396568533713
0,33.0,3.2,0.98,302226676074549454510391254410174472509
0,33.0,3.7,0.3,203231847776429092237274825711660198794
0,37.0,3.3,-0.42,78064597159777734563771585909301257043
0,28.0,3.6,-0.84,63190233016730037190293329254187132656
0,28.5,3.0,0.09,162140828403248336593605615703739633768
0,28.0,3.4,0.49,1670910263485723241024537127405638606
0,35.0,3.3,0.9,331425915100563972498455106224894654856
0,28.0,3.4,0.44,49731852908432507598549926123680550106
0,37.0,3.1,-1.46,220618546823428355339924835643870822228
0,33.0,3.5,0.09,197547817898695964274529221505793494191
0,30.0,3.9,-0.49,220780756063662903045542090402633757590
0,27.5,3.6,0.98,11434579529438541125192761778766448854
0,33.0,3.1,-0.13,57390800030719977865496503332619954297
0,32.0,2.6,0.65,277042904200136012982659022721820835831
0,40.0,3.4,0.77,31532562441517791545246069692453826958
0,38.0,2.9,0.38,45895906819904460816425894969368959864
0,30.5,3.3,-0.69,262481992396767496195744416375457321147
0,35.0,2.9,0.13,199599708116830390961599227240589340723
0,35.0,3.2,0.96,331785720776095246315265672904377561885
0,37.0,3.1,0.75,159485472023087515733145678947484167381
3,35.0,2.0,-1.71,259210690147752861318879215230617949412
0,38.0,3.2,-0.07,207787058573070470776222951281886237210
0,35.0,3.1,-1.04,258248345008647061549597665067699953610
0,25.0,2.6,-1.11,336349876196302191988169884490251076830
0,34.0,3.1,0.75,145003896342456993665300134924771119630
0,37.0,3.1,1.23,308168479518416957816956465578823957657
0,38.0,2.8,-1.81,25264591923019193111848896912742265694
0,32.0,3.3,0.82,321696596990062419988041531598139470276
0,34.0,3.3,-0.98,125494128716795388287400521546848199924
0,37.0,2.7,-0.07,228156844415077074740690216351776751337
0,26.5,2.9,-1.07,112457924204449230501876861024726053580
0,37.0,3.2,0.57,104412097354333881526290554470504817773
0,33.0,3.2,0.38,115094098372325069189965740667675313969
0,41.0,2.9,0.32,252563430811955113337484562283379832453
0,29.0,3.3,-1.42,238592549576518570223303660121178202264
0,40.0,2.8,0.09,214194822642676479327188858313680051356
0,36.0,3.2,-1.07,136214014954251772109661651606025475898
6,29.5,3.4,-0.36,139855887898964835293480580678722613228
0,35.0,3.5,0.28,52941076405280135372183690134015923371
0,32.0,3.1,-1.29,211458151283678899749795003519738494091
0,34.0,3.7,1.29,175582345626934698797612858254904008445
0,33.0,3.1,0.44,77409347764821344778264621812640065318
0,32.0,3.7,1.5,179413473348338932344773957432700566805
0,35.5,3.5,0.4,231980229047973398605166955454918446887
0,33.5,3.8,0.28,225719890859794402678633912500601040832
0,35.0,3.5,1.0,337616475414901334422455114298024923663
0,35.0,3.2,0.51,35157303186718433773095583332640704566
0,33.0,3.1,0.61,81268586641240667549582555972568070239
0,32.5,2.3,-1.13,212487179255995388962200763600090030655
0,35.0,3.2,1.21,298041834104378003511870095933294042623
0,35.0,3.4,1.04,253936594552391797015161552421423220563
0,33.0,3.3,-0.69,125357121924230184686502270469898675935
0,41.0,3.6,-0.36,98153526803828992456579716594763761611
0,39.0,3.8,-0.72,44059458350038315366943140252293845588
3,32.0,3.5,0.31,323437383777433651060034429683130864153
2,37.0,3.4,-1.03,106984011433732876487544734703865143753
0,36.0,3.7,-1.15,85743102389308660410440281378333533563
0,37.0,3.7,-0.41,254537918045476083255141998824157230398
2,29.0,3.4,-1.04,175970293651466576447424701062662370869
0,43.0,3.4,0.26,70162679413395629996114093399909393667
0,36.0,3.8,0.92,239969822174040889983659822976865498308
0,42.0,3.6,1.3,86392339966933312261651549550558475608
0,41.0,3.8,1.66,134704113781601964907014699967580326306
0,41.0,3.6,-0.72,337842144582299821886332289301212173300
2,38.0,3.5,-1.09,162116692409129184976042112903554415589
0,38.0,3.2,-0.22,306190410721972443141869385419394525256
0,36.5,3.0,0.3,181042443835539034012270641245226874157
2,32.0,2.4,-1.11,173947007587357171911909666372456054777
2,28.0,2.4,-1.27,164141656302075457576414086413055947428
0,42.0,2.7,-0.13,191723227030381652182235737625478648567
0,38.0,2.9,0.86,317401239789906503615499890033195387232
0,44.0,3.0,1.96,198669922846121224302740173649340764788
0,42.0,2.9,-0.03,255372140580026587070159515906519574602
0,36.0,3.1,-0.27,83010429277599219149101777674336944958
0,37.0,2.5,-1.44,307295921225659891597916680478675662132
0,35.0,3.2,-0.43,5742731312501294784549881381890853016
0,39.5,1.7,-0.94,243575810313495534842532735232404055525
0,36.0,3.2,0.74,121116363801549773370383244658412065226
0,34.0,2.9,-0.97,41978500944023599254086557381888269656
0,41.0,2.8,1.04,89130145717327114121755309363488622150
0,36.0,2.9,-0.8,184984882804861418952577339355699319072
6,41.0,2.5,-0.69,105181238492243767917087948859227136830
0,32.0,3.0,0.6,76035133012890018260564131646932281726
0,35.0,3.2,-0.36,267789941486499695221652023485608259375
0,31.0,3.7,0.51,319666067881188567047652792547675835047
0,35.0,3.2,-0.36,78679476114746491130427505081303163211
0,37.5,2.9,0.18,239584028243836157803110595502240555024
0,38.0,3.4,0.65,279833720563315730376191814979852838956
0,43.0,2.4,-0.15,214477658856351656951593475845549457918
0,36.0,3.3,-0.38,113949092777440794112891677426346643342
0,37.0,2.7,-0.85,80337071412904047240366496270786882166
4,28.0,2.8,-1.48,224232184249961240743941829968740902923
0,37.0,2.3,-0.52,259463424748348472845889288594331548372
0,42.0,3.5,1.91,88121298046487293645014660140415186310
0,40.0,3.2,0.44,121016863790408365950123610541407164527
0,34.0,2.9,1.11,263757998710361226628371395770193749150
0,38.0,3.2,-0.15,156168119319557946756670066759686847428
0,34.0,3.0,0.58,154270717540212728063273501320429009267
0,35.0,3.2,-1.27,124732797543573967402182463243441507785
0,28.0,3.2,-2.0,291321929047810146921464613016726088261
0,39.0,3.2,0.41,101220237045160238487097020333279872217
0,36.0,2.7,-1.29,15258487369706282787562576194730865479
0,41.0,3.3,1.53,135105638322690916015707369217134141589
0,35.0,3.4,0.58,18636883511091752886445707676691486904
0,35.5,2.8,1.49,152541145482281699296413897843531692217
0,36.0,2.5,0.3,221969238599186556543021257145383656645
0,41.0,3.1,1.04,313030468632532204919717803326895094649
0,41.0,2.2,1.16,285041162996700711056433131646828663853
0,34.0,3.8,0.81,89117578304371337597404909015631799714
0,30.25,3.1,-1.13,46582540740931732329504703010223600270
5,28.0,3.6,-1.08,212312336984859971919862216468484187415
0,43.0,2.7,1.53,259474566687360508621972056484921193308
0,32.5,3.5,0.74,288507984608473142478781908947452209237
0,38.0,3.5,0.56,128412757566298561882101707683225850701
6,42.0,3.1,-1.08,131635116230840088641676061933181255543
0,42.0,3.0,0.78,102865894558776993147118880309747560075
0,37.0,3.7,0.2,315413539983602601347718599584722069488
0,40.0,3.0,0.27,120868928080007315770072623780857246396
0,41.0,3.4,-0.55,137757964584416891193007571188657658296
0,44.0,2.7,0.63,269961309504220143323242508090050174439
5,30.0,3.1,-1.74,235086173462004587888694393808609097841
0,40.0,3.3,1.25,218953079550421254450630096943558075434
0,41.0,3.1,-1.15,29437356591381979965600584983978717852
0,40.0,3.3,-0.48,234457131424593883327126910906318154776
0,39.0,3.4,-0.39,264548753855465123616841217280130592
0,37.5,3.1,-0.62,317575307662983955092231376823387125471
0,40.0,3.5,-0.06,250959541733364144231028437085321628542
0,37.0,2.8,1.47,237946503127932711600059354278285690712
0,43.0,2.6,0.89,144110398174913042762546465494785244814
0,40.0,3.1,-0.46,144892772855099935823436668321675700462
0,37.0,3.9,-1.66,47093506964823833139143964324942013917
0,39.0,3.7,0.29,30295941595892690830711540417149872439
0,37.0,3.1,-0.66,56594184005913494444407516517471714926
0,40.0,3.1,1.0,125352543625971543403170405562988600218
5,39.0,3.0,-0.13,220211201503290816306068427707202940177
4,37.0,2.7,-2.5,195597245026122082229773626634118826927
0,40.0,3.5,-0.48,228954303734946850175773217789138927674
0,31.5,3.4,0.12,15963360190517987783422377215985569153
0,28.5,3.9,0.49,260023792377501856956590833961414822499
0,43.0,4.0,0.63,50185082426670247467057772602570374173
2,36.0,3.5,-0.84,286220288882668519035790247005271869101
0,40.0,3.3,0.8,319887781987125998187598247114744230640
0,47.0,2.6,0.32,96038136504222764761789586506344584346
5,30.0,3.6,0.54,134172784319443157824883192367234600535
0,39.0,3.1,0.14,78004211639244472416059283446632059524
3,39.0,2.3,-0.04,317149953897346163910549595395859023711
0,45.0,3.1,1.16,153531551459002384400150098443752687907
0,39.0,3.4,-0.02,118906909990157603556656493892853756337
0,41.0,3.4,1.6,67131229872510456645225276116743447161
2,43.0,3.2,-0.73,38100670639966028066342018739257446416
0,41.0,2.9,1.09,189344562916341040479708818487155887834
0,39.0,3.4,1.33,318280880285999939663964282291715042960
0,38.0,3.3,-1.24,93830356857692528284665439352356201925
2,30.5,3.6,-0.7,240344840728257959574205840273293575450
2,32.5,3.6,-0.26,287398352765635261869304188306511919789
1,38.0,3.4,-0.22,157785311550155918717389149479846958459
2,36.0,3.8,-0.35,298227392619358564146755794950125577082
0,35.5,3.1,-1.1,208027215441985596541680902524380173707
0,41.0,3.5,-0.17,78413099298440343651866912275807883893
0,40.0,3.5,-0.53,70418762090903289943509730782120409037
5,29.0,2.9,-2.05,212259697084862027075275499200444669823
0,40.0,3.3,0.65,46791456480064760907532961033996350574
0,38.0,3.5,0.71,100908042003316871581330963198749223620
0,43.0,3.9,1.36,248929797207754430038194400434625419117
0,37.0,3.1,-1.04,112862654624541796601804635394734114708
2,36.0,3.7,0.82,239999549973713455705876025815394645796
6,35.0,3.0,-0.64,168202979180641570276086066404782282336
0,37.0,3.5,-0.02,97688347189496179742175030273749755868
0,29.0,2.4,-1.68,133489217273172823026057161321077746343
0,37.0,3.5,-0.73,28771293439432035923368353660163252804
0,36.0,4.0,0.38,339198965953206914467983167367698162850
2,43.0,3.6,0.47,67477439434694365719876241147683097933
0,42.0,3.0,-0.28,29977989277764448047012937014176149614
0,42.0,2.9,1.82,97366551164577910435992080273315609430
0,44.0,3.1,-0.13,326177156651399196908331775010059664853
0,42.0,3.2,0.65,140873883186557495560035534813447266045
0,39.0,3.2,0.65,165361449956899894535918137853695499038
0,39.0,3.2,1.49,219795587099423241205747636779052681168
0,41.0,3.0,-0.39,175600318481407390516207451788937488416
0,42.0,2.9,0.16,106086584442619227972491936361685605578
0,47.0,2.8,0.98,149893676371332725723393020463391026200
2,39.0,3.4,-0.11,305352971169871438526963595907869049788
0,39.0,3.3,-0.24,114342885984684451239727766934518202310
0,36.0,3.7,-0.64,102495777667332820827682971374188707358
0,38.0,3.5,0.58,206307472000618609409597934272413834553
3,30.0,3.0,-0.42,50094905676588114773209225238254360591
4,39.0,2.4,-0.84,55480608537311750568350006973443204369
0,42.0,3.1,0.63,240413255147817804098924112313022572099
0,37.0,3.1,-0.24,214071883029259859024754868816005907052
0,44.0,3.1,1.51,47716255202636278227129289944278804991
0,41.0,3.5,-1.21,338471497535423614642345987613652908802
0,36.0,3.3,-0.81,243821182079565496119788705395817863663
0,48.0,2.9,0.4,6820558725915044661452359465354678815
0,39.0,3.7,0.23,219445367627900706850793540092947920332
0,37.0,3.4,-0.06,304400523980051141721293773579244476145
0,42.0,3.4,0.74,35042891023337481527709908673864933169
0,40.0,3.4,0.71,84650883843606064169607025014857221991
0,40.0,3.3,0.45,264566028564395261216305909230743477603
0,39.0,3.4,0.45,130103229139358286921718056296807421112
0,39.0,3.2,1.67,53300337319785659392158303707364084590
0,39.0,3.7,0.18,329937208631104684318394693548870841676
0,35.0,3.6,0.36,48004178328019871283667734693855008192
0,36.5,3.3,0.91,217541996632306851995482439474300017202
5,31.0,3.6,-0.42,185997303222719443275255281960312240989
0,42.0,3.1,1.91,47457456538761307530299164140450343350
0,42.0,3.6,1.4,35230796126657388986452383642389231438
5,29.0,3.1,-2.01,234324130679283298568873298665759627539
0,36.0,3.6,-0.11,125848885438266715627109780045506700642
0,47.0,3.2,-0.77,190842219301215029869795952737887479815
0,32.0,3.7,0.18,2579105858269249457224562899197872236
0,44.0,3.3,2.22,126631079049756305811059912942558565378
0,38.0,3.2,-1.55,174268529725576967632960638681804022607
3,32.0,2.9,-0.3,230063559385911644296822275483732525270
7,38.0,3.4,-0.66,111396308988420824182757595344272238858
3,29.0,2.4,0.14,26099984843531693000453292247872923547
0,47.0,3.9,0.34,66827024431172372988308698073837970217
3,38.0,2.5,-1.81,272405544805732766379441827728720238533
0,32.0,3.8,0.01,241941585716545866553439504706586881121
0,41.0,3.2,0.49,244211739753063025155061216339506213920
0,40.0,3.8,0.89,207666111314735643394778915935242128168
0,36.0,3.8,-0.19,322264584094269204552707984035759745714
0,44.0,3.5,1.33,61366874621778096479094859420998132465
0,41.0,3.2,0.76,112034875021669294302104794894376322374
0,38.0,3.5,0.05,156191227141765067690251360197845844276
0,43.0,3.2,0.18,113605068745623023829252497366800305950
0,46.0,3.4,1.02,269875086448586771094476544916406980509
0,43.0,3.2,-0.28,232900881987411301372527224806489991417
0,33.0,3.2,-0.39,103870717168616242860162658994076921632
0,34.0,3.3,-0.33,248400843037069080089464515690979066260
0,42.0,3.6,0.07,89775952101306896237169768608250195456
0,40.0,3.0,-0.24,306572138018384053322575666997129622812
0,38.0,2.6,-0.37,100589139640517437685771115562396589673
0,39.0,3.3,-0.3,233514300195114344637964606620429413450
0,42.0,3.0,-0.42,209178510718727714760172305886719552572
0,38.0,3.4,0.2,281393008844432602648176228561328007249
0,38.0,3.9,1.58,248941600675052681831806600536383183371
0,37.0,3.7,-0.73,314551665030159692388528138349771060702
5,30.0,3.4,-0.17,234281081968198203011017895327593981642
0,34.0,3.5,0.82,108378372839830359249527791015501411119
0,38.0,3.4,-0.06,328407544281767829351025882664765696750
0,35.0,3.7,0.12,163024208481792082098258337968260222719
5,37.0,2.6,-0.88,148446668287120328592164543535972039690
0,37.0,3.7,0.01,85058751126405101805877164233953953691
0,36.0,3.8,-0.93,189456837924414984190709800860883779450
0,40.0,2.7,0.47,203071979453056717363636034854023449546
0,39.0,3.1,0.36,209795841832638826837548640096143386043
0,37.0,3.4,-0.02,339984103708911227332781477237165426008
5,43.0,2.5,0.65,84774511545096045655938162854880271336
0,39.0,3.3,0.56,201149184127993326728249017056828683827
0,45.0,2.5,0.87,252026973112253483162284907171539912632
0,38.5,2.9,-0.7,24210301165914312323568485138321307490
0,40.0,2.9,1.18,63849830780197940830318986843505775151
0,37.0,3.7,0.25,169743106184781611541274920463445759148
0,33.0,3.9,-0.42,255416795520769182566860219211416610059
5,29.0,3.5,-0.62,117377331638460052622405929647931927689
0,39.0,3.4,0.47,47340687713182948078953309377589439200
0,40.0,3.2,-2.25,253696009927621934723160662444090741660
6,44.0,2.7,-0.37,87881790772086233345515960648722250186
5,35.0,2.9,-0.86,79068829775508628056938828590358532531
0,38.0,3.5,-0.79,35876339452427433795605339273570291090
0,37.0,3.6,-2.79,64822835687629063911991660308850148161
0,36.0,3.3,-0.35,116126627918230317041497824439098116958
0,40.0,3.3,0.36,330956921414354857685088873635793315142
0,40.0,3.4,0.94,120725900727710151894345092202087187640
0,40.0,3.2,1.58,97474654338262091813061021375541727297
3,26.0,2.9,-1.55,296287294553118973745332837164599671432
0,38.0,3.2,-0.04,31107079991749388826443470958793217990
0,41.0,3.4,-0.7,227808118961454914715282660288040702306
0,43.0,2.9,0.54,188348033144127416285975684624485874688
0,37.0,3.3,-1.7,170777732526277430792692046903927297781
0,42.0,3.4,0.94,255549315228661846198513781927710531290
0,40.0,3.3,1.36,119372079600457550522611075071088209998
0,43.0,3.0,0.12,47894256541987779396745352410454585539
0,40.0,3.3,1.62,278308420565270738313138619962074699756
0,40.0,3.5,1.38,53822444128934626757821209953939804432
0,42.0,3.1,0.01,292077644185437287507454211423042619961
0,38.0,3.7,2.02,84858867925913135182608606315102518309
0,43.0,3.7,0.85,79841141181060334337018246915198234913
0,38.0,3.5,-0.13,186184324983047561473716222336693758068
0,42.0,3.6,-0.62,86940942862543222737313649262556174495
0,37.0,3.7,0.74,134360719880969719670648609684058078337
0,41.0,3.4,1.25,316945911264118725001719719460757053068
0,42.0,3.2,-1.21,55575431461051395162193067118248229483
0,37.0,3.5,0.96,76814906790973622757222795738242563666
0,35.0,3.8,0.12,168999566164003441575898774330866310786
0,38.0,3.4,-0.53,255681342356592173813476471574789314081
2,36.0,3.5,0.36,45857514058237893722867111285273557389
0,38.0,3.9,0.76,191617813754687413739640013830718035009
0,41.0,3.3,-0.81,286050988200330471823788411318606650559
0,41.0,3.2,0.63,117299622076089423706855223267114013575
0,35.0,3.8,-0.06,127491355726486750838412473582212027158
0,39.0,2.7,-0.13,201127368631591281371632045671119475847
0,42.0,3.9,2.31,221503687070221892297198177001571840497
0,44.0,3.2,1.49,69400682445450985410028121188239062132
0,36.0,3.7,-0.13,331457008008385704636659299631991942776
0,32.5,3.6,-1.63,103949765830609413747564806982296403640
1,31.0,3.0,-0.88,184212154315565449959371559720769434758
0,41.0,3.8,1.33,57112951330010396050382300471596928940
0,46.0,3.8,1.27,72612992544762754438427905805882278913
5,39.0,3.0,0.29,323621947980867795759548015713302433490
5,32.0,2.9,-0.59,117348499711221817511683328539363356361
0,38.0,3.7,0.4,283005278895298299976973048014758255818
0,39.0,2.7,1.22,301130810668934794826008570814423852491
0,36.5,2.9,-0.15,166000147913287378687479095902095030691
0,41.0,2.5,-0.26,255745734682829823019158475320876518508
3,26.0,3.3,-1.04,229597477336125651025207984883181983088
0,41.0,3.4,1.93,212741500900288687901984208106842007965
0,32.75,2.8,-2.5,212924560791545859102668153149666553280
2,38.0,3.7,0.78,210863224308708840254324754435157788439
0,45.0,2.6,0.45,205780462264623269849633805503687459493
0,40.0,3.1,0.45,172605551724594397342251781307868012310
0,40.0,3.3,1.29,18014526506388585927432171789565568949
0,37.0,3.5,-1.32,35348928368527015949142673377728430265
0,41.0,3.4,0.27,158603856477861894618582465799888532997
0,40.0,3.7,-0.73,134821424987572456921846370725592991661
0,41.0,3.1,0.82,298460674056873673264600175233487554835
3,34.0,2.7,-0.46,330606581583419288003306555550659299546
0,42.0,2.7,1.44,269612039439094523028490344360897239520
0,40.0,3.1,1.05,188057273712046794164932846304208828989
2,40.0,3.7,-1.59,119378472633744047271358234099266140750
0,39.0,3.6,-0.28,250952317796704741593809720209056461988
3,34.0,2.3,-2.36,183643910850541181866428809356643418805
0,43.0,3.5,1.0,97857968526161654422283505231589807971
0,38.0,3.7,-0.15,288702780188147929241847241880963885084
0,40.0,2.6,0.39,102674796558249433503492839417718635227
0,28.0,2.8,-0.11,297736794234637570790781262420600308149
0,35.0,3.0,-2.48,265653063764968668267073877179804477316
2,39.0,2.7,1.58,314046915148589878163854080797610679849
6,37.0,2.8,0.75,195954031567621273481842058598424652810
0,34.0,3.2,1.22,72693074785830420380187866281412364500
0,42.0,2.3,0.98,11929557796083739431648702186360139181
0,40.0,2.6,-0.68,235074306416011203532584970368731370521
0,33.0,3.3,-0.68,333413088739745031216350128384865341320
0,34.0,2.8,0.53,182539956274643201173690504779631236025
0,33.5,2.5,0.75,289993225196260999048128433205350652746
0,35.0,3.1,0.27,184519243872646527398859850923310542295
0,34.0,3.4,0.87,194555414657743145579639733503537106206
0,33.0,3.3,-1.39,314840534541880345621301679385238452718
0,35.0,2.9,0.15,183048857992296857173247419039966316202
0,35.0,3.2,0.15,69873144119299640272339371878640569865
0,33.0,3.4,0.75,118657343935320014469945012049956769975
0,35.0,3.2,-1.75,102178853812459238518782957152722496240
0,32.5,3.2,-0.44,243377493226696664867839711843159097634
0,36.0,2.9,0.27,209725686462420558763729218063989055819
0,39.0,2.6,-0.44,90325677049545865767016097241689914012
0,38.0,2.5,0.63,8127459751044757569554662098472153440
6,36.0,3.6,0.15,311209993235291790052475891132033349673
0,36.0,2.8,-0.44,229399061744315006720535736843372684870
0,34.0,3.3,0.63,98952224276031451183714514312195762990
0,34.0,3.4,1.7,51955592971066130802686857867047819625
0,34.0,3.2,-0.2,178602434194457620591467560397625262855
0,40.0,2.8,0.98,91169753125381395549377693684343665036
0,30.0,3.5,-0.2,92675591062355711187343775481040529733
0,37.0,2.7,-0.73,206980423276837353741817347978433660338
0,33.5,3.1,-0.68,36941793915459267063552468311635853581
0,38.0,2.6,1.01,48659571039785433943846881339957753892
0,29.0,3.1,-0.44,230950494044689089202741695518974220572
0,34.5,3.0,-0.2,310281989883883761295453332275903767476
0,28.5,2.9,1.17,22510622990428921848911971939885163438
0,36.0,2.3,0.18,191291313776452348340447860601941397646
0,37.0,2.6,-0.8,166386867608448905828500051333927415849
0,28.0,3.3,-0.56,309410257590452119797479685529345759617
0,35.5,3.2,0.87,124797973001754219917162761503381181628
0,38.0,2.7,1.17,98461046340672229493265554032524934437
0,33.25,2.7,0.63,289111848340517504459352813155404365929
0,33.0,3.3,0.51,68033926511633069067391388715374839840
0,35.0,2.8,0.87,90585091625936457369020348452124725616
0,34.0,3.5,1.01,147557640538512588757793516687764769411
0,41.0,2.5,-0.32,278256915041753315676017068779980177393
0,29.0,2.9,0.03,221655175317168645805875190048442065700
0,31.0,3.2,-0.96,243720455765644927023459073306483035105
0,33.0,3.3,-0.2,287830926069920797283065029673636124748
0,27.0,2.8,-0.16,53776653663431464286522794585100308682
0,30.25,2.6,-1.39,205300592379016456524753339671523104808
0,37.0,2.5,2.29,181337299837196542610135656134453080240
0,34.0,3.4,1.34,71098526291145526100271222128703592368
0,37.0,2.5,1.1,201057104873051729515601169359695480097
0,30.5,3.0,-0.2,48823536419114585337269637636246796518
0,35.0,3.1,-0.68,169549370233701517117412111799385973893
0,40.0,3.0,1.7,224980148262900849921096828160494838788
0,39.0,2.8,0.27,209775918057884100149665284660223567674
0,36.0,2.5,0.03,131453931820413174936752194496030911369
0,36.0,3.1,1.1,57385258503487063776159751576973225547
0,31.0,3.7,1.22,320338819304883648410365663918086824751
0,26.0,3.4,0.75,334662811133918936615640731785051000970
0,35.0,2.8,0.39,338777575531899560916622288848898869781
0,41.0,2.9,1.22,6622167669511360107069488481998800671
0,33.0,3.3,-0.68,279668428413557736430051319549574145979
0,26.5,3.0,0.08,300086370728418602763233125944326338024
0,31.0,3.7,-0.16,162421163304185196331975398461872226261
0,34.0,3.0,0.39,174235764948414981085048880928322371160
0,38.0,2.8,-0.44,24369876390618403344933473522814704054
0,33.0,3.1,-1.86,22334507594837893872732184583146887536
0,33.5,2.9,-1.98,103705679817013386456480141352215677357
0,34.0,2.8,-0.56,33368145435750082123040886345718026029
0,33.0,3.2,2.29,5108138133699763568484596977696919454
2,34.0,2.8,-0.84,274103670546239022073023221570677146367
0,39.0,2.6,0.51,189905884795129932078908185422029428313
0,31.0,2.9,0.41,55447193693220228176345278148744502864
0,37.0,2.7,-1.51,196227807662203580547381074471586022836
0,29.0,3.2,1.82,234928425268820719195702495760298689127
0,33.5,2.5,-0.2,163869460344356941443305588359936422944
0,25.0,3.4,-0.58,89698882905289009764343883964814775109
0,27.0,2.6,-0.13,30984837001393386066926503673510220645
0,33.0,2.7,-0.8,110313601624979572715735020327186905035
0,37.0,2.5,-1.27,324978560041952659706036697065701977683
0,30.0,3.1,0.75,142266935705772715602745306121574450355
0,27.0,3.4,0.11,327837755373591758314513676806517035142
0,42.0,2.6,-0.08,315329816714326160160797642478880529278
0,34.0,2.6,0.98,240858664649292783464977881798701122463
0,39.0,3.3,-0.32,275452049623689259594283706926825563874
0,34.0,3.1,-0.2,281895754726364558442580434012603572065
0,32.0,2.9,1.82,314749363391425990248211651795741116982
0,38.0,2.9,-1.51,197765809668375462861230806242215312162
0,30.0,3.6,0.3,257175094387354076349935970208153434831
0,28.0,3.6,1.51,251318893660551555961549059338993487911
0,37.0,2.6,1.1,61613602995152486011856784304389651113
0,34.0,3.3,-0.32,339690709108453981672155277057054049161
0,37.0,3.1,-0.8,283391881647161667217732311508772472387
0,39.0,2.2,0.03,95164851415050399852648876594586178529
0,29.0,2.8,-0.13,257293544662008853248375603536994564044
0,39.0,2.7,0.39,218682792679742631933178763082826932108
