,sex,LSAT,UGPA,ZFYA,fairScore
10048,0,29.0,3.1,0.19,27.650038935489906
10049,0,32.0,2.8,-0.34,32.017492169171646
10050,0,35.0,2.0,-0.86,34.207678710157104
10051,1,34.0,3.2,-0.46,35.17017203352973
10052,0,28.0,2.6,0.42,27.650038935489906
10053,0,32.0,2.5,-0.86,32.017492169171646
10054,0,35.0,2.7,1.85,34.207678710157104
10055,0,33.0,2.6,0.01,32.017492169171646
10056,0,33.0,3.1,1.15,32.017492169171646
10057,1,30.0,3.1,0.54,30.853478459995404
10058,1,40.0,3.0,2.29,41.67656281304559
10059,1,35.0,3.5,1.08,35.17017203352973
10060,1,32.0,3.6,-0.68,32.921753595657464
10061,0,30.0,3.2,0.24,29.843534062096946
10062,1,32.5,3.9,0.62,32.921753595657464
10063,0,30.0,3.3,0.95,29.843534062096946
10064,1,34.0,2.9,0.03,35.17017203352973
10065,0,31.5,3.0,-0.52,32.017492169171646
10066,1,26.0,3.6,-0.47,26.764884964683947
10067,0,36.0,2.8,0.37,36.41346478420596
10068,0,32.0,2.9,-0.88,32.017492169171646
10069,0,30.0,3.3,1.2,29.843534062096946
10070,1,35.0,3.2,2.06,35.17017203352973
10071,0,33.0,2.9,-0.79,32.017492169171646
10072,1,33.0,3.2,0.35,32.921753595657464
10073,1,28.0,2.5,0.37,28.813945574957486
10074,0,30.5,2.6,-1.15,29.843534062096946
10075,0,39.0,3.6,1.26,38.59153295217082
10076,1,34.0,3.2,1.22,35.17017203352973
10077,0,31.0,3.0,0.98,29.843534062096946
10078,0,33.0,2.9,0.19,32.017492169171646
10079,1,30.0,3.1,-0.25,30.853478459995404
10080,1,35.0,3.1,0.03,35.17017203352973
10081,0,33.0,3.1,-0.63,32.017492169171646
10082,0,38.0,2.7,1.17,38.59153295217082
10083,0,37.0,2.7,1.2,36.41346478420596
10084,0,32.0,2.9,-0.88,32.017492169171646
10085,0,37.0,2.6,-0.52,36.41346478420596
10086,0,37.0,2.7,0.21,36.41346478420596
10087,1,30.0,3.2,-1.33,30.853478459995404
10088,0,40.0,3.6,0.22,40.721656787614336
10089,1,35.0,3.4,0.02,35.17017203352973
10090,0,40.0,3.1,1.69,40.721656787614336
10091,0,32.0,2.7,-0.03,32.017492169171646
10092,1,30.5,3.0,-0.25,30.853478459995404
10093,0,33.0,3.0,-0.17,32.017492169171646
10094,1,37.0,3.3,0.63,37.365151536881505
10095,0,31.0,3.0,0.83,29.843534062096946
10096,1,34.0,3.2,-1.01,35.17017203352973
10097,1,32.0,3.3,1.3,32.921753595657464
10098,0,42.0,2.5,0.95,43.19111506898679
10099,0,38.0,2.7,0.04,38.59153295217082
10100,0,40.0,2.4,0.49,40.721656787614336
10101,1,29.0,3.2,-1.37,28.813945574957486
10102,0,32.0,2.6,-0.63,32.017492169171646
10103,0,31.0,3.4,-1.06,29.843534062096946
10104,0,33.0,3.0,-1.42,32.017492169171646
10105,0,31.5,2.9,-0.66,32.017492169171646
10106,0,32.0,3.4,-0.14,32.017492169171646
10107,0,35.0,3.1,0.39,34.207678710157104
10108,1,33.0,3.1,-0.36,32.921753595657464
10109,1,33.0,3.6,0.46,32.921753595657464
10110,1,42.0,3.2,0.35,43.892828873340214
10111,1,30.0,2.4,-1.1,30.853478459995404
10112,1,30.0,3.8,-0.22,30.853478459995404
10113,0,42.0,3.8,0.05,43.19111506898679
10114,1,40.0,2.7,-0.14,41.67656281304559
10115,0,32.5,3.1,-0.19,32.017492169171646
10116,0,38.0,2.6,-0.3,38.59153295217082
10117,0,33.0,3.1,1.25,32.017492169171646
10118,0,35.0,2.6,-0.39,34.207678710157104
10119,1,38.0,3.7,0.35,39.50881179099064
10120,0,34.0,3.3,0.68,34.207678710157104
10121,0,28.0,3.4,-0.36,27.650038935489906
10122,0,37.0,2.8,0.4,36.41346478420596
10123,0,28.5,3.4,0.1,27.650038935489906
10124,0,41.0,3.1,0.81,40.721656787614336
10125,0,33.0,2.8,0.0,32.017492169171646
10126,1,31.0,3.2,-0.17,30.853478459995404
10127,1,34.0,3.1,1.03,35.17017203352973
10128,1,40.0,3.1,0.84,41.67656281304559
10129,1,43.0,4.0,2.18,43.892828873340214
10130,0,40.0,3.2,0.84,40.721656787614336
10131,1,32.0,2.9,0.52,32.921753595657464
10132,0,33.0,3.5,0.62,32.017492169171646
10133,0,30.0,3.7,1.82,29.843534062096946
10134,1,32.0,3.3,0.28,32.921753595657464
10135,0,30.0,2.7,-0.47,29.843534062096946
10136,0,31.5,3.3,1.11,32.017492169171646
10137,0,37.0,3.0,-0.54,36.41346478420596
10138,1,30.5,3.3,0.68,30.853478459995404
10139,1,30.0,3.1,1.86,30.853478459995404
10140,0,30.5,3.7,1.37,29.843534062096946
10141,1,33.0,3.4,1.65,32.921753595657464
10142,0,37.0,2.4,-0.17,36.41346478420596
10143,0,32.0,3.0,0.37,32.017492169171646
10144,1,34.0,3.2,0.15,35.17017203352973
10145,0,38.0,2.9,0.24,38.59153295217082
10146,0,31.0,3.1,-0.39,29.843534062096946
10147,0,37.0,3.0,-1.15,36.41346478420596
10148,1,36.0,3.0,0.98,37.365151536881505
10149,0,35.0,3.2,1.3,34.207678710157104
10150,1,32.0,3.2,-0.47,32.921753595657464
10151,1,33.0,3.7,0.57,32.921753595657464
10152,1,20.5,2.9,-1.77,20.582534916487617
10153,1,37.0,2.9,0.0,37.365151536881505
10154,0,33.0,3.1,-0.71,32.017492169171646
10155,0,33.0,2.9,1.08,32.017492169171646
10156,1,37.0,3.4,0.21,37.365151536881505
10157,0,27.0,3.5,0.24,25.55400660018916
10158,1,32.0,3.1,0.03,32.921753595657464
10159,0,33.5,2.9,0.46,34.207678710157104
10160,1,24.0,3.1,-0.03,24.76502944831482
10161,0,33.0,2.8,0.46,32.017492169171646
10162,0,34.0,2.9,1.08,34.207678710157104
10163,0,33.0,2.8,0.68,32.017492169171646
10164,1,37.0,3.3,0.08,37.365151536881505
10165,0,32.0,3.1,-0.96,32.017492169171646
10166,0,29.0,3.2,-0.17,27.650038935489906
10167,1,33.0,3.0,-0.39,32.921753595657464
10168,0,30.0,3.5,-0.88,29.843534062096946
10169,1,31.5,3.2,0.17,32.921753595657464
10170,1,29.0,3.4,0.27,28.813945574957486
10171,1,38.0,3.0,1.15,39.50881179099064
10172,0,30.0,3.6,0.98,29.843534062096946
10173,0,37.0,3.3,0.3,36.41346478420596
10174,1,31.0,3.3,0.44,30.853478459995404
10175,0,30.5,3.3,0.57,29.843534062096946
10176,0,33.0,2.9,1.44,32.017492169171646
10177,1,34.0,2.9,-0.05,35.17017203352973
10178,0,31.5,2.9,-0.25,32.017492169171646
10179,1,30.0,3.5,-1.32,30.853478459995404
10180,0,31.0,3.0,0.32,29.843534062096946
10181,0,31.0,3.6,0.46,29.843534062096946
10182,1,35.0,3.0,1.55,35.17017203352973
10183,0,32.0,2.9,0.49,32.017492169171646
10184,1,34.0,3.0,-0.14,35.17017203352973
10185,1,36.0,2.6,-0.17,37.365151536881505
10186,0,31.0,3.1,1.18,29.843534062096946
10187,0,32.0,2.9,-0.08,32.017492169171646
10188,0,38.0,3.4,1.6,38.59153295217082
10189,1,36.0,3.3,-0.39,37.365151536881505
10190,1,27.0,3.0,-0.44,26.764884964683947
10191,0,31.0,3.0,0.1,29.843534062096946
10192,1,35.0,3.2,1.44,35.17017203352973
10193,1,28.0,3.4,-0.3,28.813945574957486
10194,1,32.0,3.6,0.4,32.921753595657464
10195,0,28.5,3.8,-0.86,27.650038935489906
10196,0,36.0,2.5,0.43,36.41346478420596
10197,0,39.0,3.2,0.85,38.59153295217082
10198,0,35.5,3.3,-0.2,36.41346478420596
10199,0,35.0,2.7,-0.32,34.207678710157104
10200,0,38.0,3.4,1.13,38.59153295217082
10201,0,36.0,2.6,1.69,36.41346478420596
10202,0,36.0,2.9,0.26,36.41346478420596
10203,0,37.0,2.5,-0.49,36.41346478420596
10204,1,36.0,2.3,1.5,37.365151536881505
10205,0,36.0,2.9,0.08,36.41346478420596
10206,0,40.0,3.3,0.18,40.721656787614336
10207,0,35.0,2.7,0.39,34.207678710157104
10208,1,27.0,2.1,-1.61,26.764884964683947
10209,0,39.0,2.8,1.34,38.59153295217082
10210,0,32.5,3.1,0.71,32.017492169171646
10211,0,34.0,2.8,-0.2,34.207678710157104
10212,1,34.0,3.0,-0.03,35.17017203352973
10213,0,34.0,3.1,2.53,34.207678710157104
10214,0,35.0,2.8,0.64,34.207678710157104
10215,1,32.0,3.4,1.34,32.921753595657464
10216,1,37.0,2.9,-0.34,37.365151536881505
10217,1,31.0,2.6,0.12,30.853478459995404
10218,1,36.0,2.3,1.44,37.365151536881505
10219,1,33.0,3.1,-0.41,32.921753595657464
10220,1,33.5,2.6,-0.62,35.17017203352973
10221,1,38.0,3.0,-0.45,39.50881179099064
10222,0,34.5,3.2,0.75,34.207678710157104
10223,0,41.0,2.3,0.64,40.721656787614336
10224,1,36.0,2.8,-0.24,37.365151536881505
10225,1,30.5,3.3,0.16,30.853478459995404
10226,0,32.0,2.6,0.05,32.017492169171646
10227,0,33.0,3.0,0.16,32.017492169171646
10228,1,38.0,2.5,0.52,39.50881179099064
10229,0,33.0,3.0,0.01,32.017492169171646
10230,1,35.0,2.6,1.23,35.17017203352973
10231,1,37.0,2.8,-0.09,37.365151536881505
10232,0,41.0,2.9,2.07,40.721656787614336
10233,0,36.0,3.0,1.25,36.41346478420596
10234,1,35.5,2.8,-0.76,37.365151536881505
10235,0,33.0,3.3,0.85,32.017492169171646
10236,0,46.0,2.2,2.72,47.09820080732016
10237,0,35.0,2.5,-0.2,34.207678710157104
10238,1,34.0,2.8,-0.13,35.17017203352973
10239,0,29.25,2.7,-0.24,29.843534062096946
10240,0,41.0,2.8,-0.39,40.721656787614336
10241,1,35.5,2.5,-0.03,37.365151536881505
10242,1,36.0,2.8,-0.24,37.365151536881505
10243,0,39.0,3.8,2.07,38.59153295217082
10244,0,32.5,3.4,2.11,32.017492169171646
10245,0,30.0,2.7,-0.74,29.843534062096946
10246,1,30.0,2.9,-0.2,30.853478459995404
10247,0,35.0,2.6,0.66,34.207678710157104
10248,1,37.0,2.9,0.92,37.365151536881505
10249,1,42.0,3.4,1.17,43.892828873340214
10250,0,36.0,2.2,0.81,36.41346478420596
10251,1,37.0,3.8,2.26,37.365151536881505
10252,0,41.0,2.5,-0.53,40.721656787614336
10253,0,32.5,2.8,-0.45,32.017492169171646
10254,1,43.0,3.2,1.36,43.892828873340214
10255,0,37.0,2.5,1.52,36.41346478420596
10256,1,33.0,3.2,0.45,32.921753595657464
10257,1,28.0,2.9,-0.03,28.813945574957486
10258,1,42.0,2.9,0.1,43.892828873340214
10259,1,43.0,2.7,1.5,43.892828873340214
10260,1,38.0,3.6,0.81,39.50881179099064
10261,0,35.0,2.8,1.27,34.207678710157104
10262,1,40.0,2.8,0.92,41.67656281304559
10263,1,24.5,2.9,-2.63,24.76502944831482
10264,0,39.0,3.0,-0.62,38.59153295217082
10265,0,34.0,3.0,0.96,34.207678710157104
10266,0,35.0,2.6,-0.64,34.207678710157104
10267,0,41.0,2.5,2.58,40.721656787614336
10268,0,33.0,2.4,-0.05,32.017492169171646
10269,1,34.0,3.0,-0.74,35.17017203352973
10270,0,42.0,2.4,-0.49,43.19111506898679
10271,1,30.5,3.4,-0.43,30.853478459995404
10272,0,35.75,3.0,-0.13,36.41346478420596
10273,0,34.5,2.9,-0.58,34.207678710157104
10274,1,33.0,4.0,0.37,32.921753595657464
10275,0,29.5,2.7,-0.43,29.843534062096946
10276,0,38.0,2.3,-0.49,38.59153295217082
10277,1,35.0,2.8,-0.32,35.17017203352973
10278,1,40.0,2.8,0.71,41.67656281304559
10279,1,32.0,2.5,-0.97,32.921753595657464
10280,0,36.0,2.8,-0.58,36.41346478420596
10281,1,40.0,3.0,1.76,41.67656281304559
10282,0,33.0,3.2,-0.7,32.017492169171646
10283,1,33.0,3.2,-0.03,32.921753595657464
10284,1,33.5,3.0,-0.34,35.17017203352973
10285,1,35.0,2.8,-0.85,35.17017203352973
10286,1,34.5,3.3,0.77,35.17017203352973
10287,0,42.0,2.4,-0.13,43.19111506898679
10288,1,35.0,2.8,-0.79,35.17017203352973
10289,0,38.0,3.0,-0.18,38.59153295217082
10290,1,32.25,2.5,-0.79,32.921753595657464
10291,1,35.0,2.9,-0.32,35.17017203352973
10292,0,35.0,2.4,0.01,34.207678710157104
10293,0,32.5,2.9,0.05,32.017492169171646
10294,1,37.0,3.5,0.81,37.365151536881505
10295,0,36.0,2.7,0.2,36.41346478420596
10296,1,29.75,2.8,-0.58,30.853478459995404
10297,1,43.0,3.0,1.42,43.892828873340214
10298,1,43.0,3.0,0.6,43.892828873340214
10299,1,41.0,2.2,-0.32,41.67656281304559
10300,1,37.0,3.0,-0.7,37.365151536881505
10301,1,39.0,2.5,-1.58,39.50881179099064
10302,1,34.0,3.1,-0.03,35.17017203352973
10303,1,32.5,2.8,-0.28,32.921753595657464
10304,0,35.0,3.0,-0.32,34.207678710157104
10305,0,37.0,3.0,0.62,36.41346478420596
10306,0,30.0,3.0,-0.18,29.843534062096946
10307,1,35.0,2.9,-0.39,35.17017203352973
10308,0,37.0,2.6,-0.32,36.41346478420596
10309,1,31.0,2.7,-0.68,30.853478459995404
10310,0,37.5,2.9,0.96,38.59153295217082
10311,1,39.0,2.6,-0.97,39.50881179099064
10312,0,41.0,2.7,-0.49,40.721656787614336
10313,0,36.0,2.8,-0.18,36.41346478420596
10314,1,40.0,2.8,-0.13,41.67656281304559
10315,1,39.0,3.4,1.13,39.50881179099064
10316,1,31.5,3.2,-0.34,32.921753595657464
10317,1,41.0,2.7,1.65,41.67656281304559
10318,1,38.0,3.4,-0.68,39.50881179099064
10319,1,27.0,2.8,-1.18,26.764884964683947
10320,1,40.0,3.3,1.17,41.67656281304559
10321,1,36.0,2.9,-0.34,37.365151536881505
10322,1,34.5,2.8,-0.09,35.17017203352973
10323,0,35.0,2.9,-0.24,34.207678710157104
10324,1,40.0,3.6,1.71,41.67656281304559
10325,1,40.0,2.9,0.6,41.67656281304559
10326,1,25.0,3.3,-0.43,24.76502944831482
10327,0,41.0,2.7,1.52,40.721656787614336
10328,1,38.0,3.3,-0.89,39.50881179099064
10329,0,38.0,3.3,0.47,38.59153295217082
10330,0,40.0,2.7,0.37,40.721656787614336
10331,1,38.0,2.6,0.05,39.50881179099064
10332,0,37.0,2.1,-0.7,36.41346478420596
10333,1,36.0,3.6,1.21,37.365151536881505
10334,0,37.0,2.9,-0.64,36.41346478420596
10335,1,34.0,3.1,0.45,35.17017203352973
10336,0,32.0,3.6,-0.24,32.017492169171646
10337,0,33.0,3.3,-0.89,32.017492169171646
10338,1,38.0,2.8,0.52,39.50881179099064
10339,0,31.0,3.3,0.35,29.843534062096946
10340,0,43.0,2.6,0.2,43.19111506898679
10341,1,32.0,3.3,0.08,32.921753595657464
10342,1,38.0,3.2,0.73,39.50881179099064
10343,0,41.5,2.4,-0.18,43.19111506898679
10344,0,40.0,2.9,1.71,40.721656787614336
10345,0,34.0,3.1,1.02,34.207678710157104
10346,1,30.0,3.9,-0.93,30.853478459995404
10347,0,38.0,2.4,-0.66,38.59153295217082
10348,1,34.0,3.0,-0.41,35.17017203352973
10349,0,46.0,3.4,1.11,47.09820080732016
10350,1,40.0,3.6,0.94,41.67656281304559
10351,0,42.0,3.5,-1.43,43.19111506898679
10352,0,32.0,2.7,-1.43,32.017492169171646
10353,1,33.0,3.9,-1.43,32.921753595657464
10354,1,35.0,3.1,-1.66,35.17017203352973
10355,0,45.0,3.6,1.37,45.23413352842084
10356,0,39.0,3.7,1.17,38.59153295217082
10357,1,41.0,2.5,-0.64,41.67656281304559
10358,0,44.0,3.6,0.43,45.23413352842084
10359,1,46.0,3.6,0.49,47.613943188290406
10360,1,37.0,2.4,-0.47,37.365151536881505
10361,1,43.0,3.5,-1.52,43.892828873340214
10362,0,35.0,2.6,-1.43,34.207678710157104
10363,0,41.0,3.3,2.14,40.721656787614336
10364,1,38.5,4.0,-0.03,39.50881179099064
10365,1,43.0,3.6,0.01,43.892828873340214
10366,1,35.0,3.4,-0.86,35.17017203352973
10367,0,44.0,3.5,-1.0,45.23413352842084
10368,0,44.0,3.3,0.06,45.23413352842084
10369,1,32.0,3.2,-0.85,32.921753595657464
10370,1,44.0,3.5,-0.23,45.97197194861029
10371,1,39.0,3.7,-0.83,39.50881179099064
10372,1,43.0,3.5,0.58,43.892828873340214
10373,0,35.0,3.5,-1.45,34.207678710157104
10374,0,43.0,3.5,0.63,43.19111506898679
10375,1,42.0,3.6,-0.45,43.892828873340214
10376,0,43.0,3.4,0.06,43.19111506898679
10377,1,34.0,2.9,-0.2,35.17017203352973
10378,0,42.0,3.5,-0.77,43.19111506898679
10379,0,45.0,3.5,-0.83,45.23413352842084
10380,0,39.0,3.8,-0.6,38.59153295217082
10381,1,43.0,3.5,-0.23,43.892828873340214
10382,0,47.0,3.7,0.12,47.09820080732016
10383,0,39.0,3.8,1.11,38.59153295217082
10384,1,38.0,3.5,0.63,39.50881179099064
10385,1,39.0,3.8,-0.63,39.50881179099064
10386,0,44.0,3.4,1.79,45.23413352842084
10387,1,30.0,3.6,-1.88,30.853478459995404
10388,0,43.0,4.0,2.17,43.19111506898679
10389,1,43.0,3.5,0.71,43.892828873340214
10390,1,44.0,3.9,2.22,45.97197194861029
10391,0,45.0,3.4,0.66,45.23413352842084
10392,0,42.0,3.7,-0.34,43.19111506898679
10393,0,43.0,3.8,-0.63,43.19111506898679
10394,1,42.0,3.9,2.6,43.892828873340214
10395,0,43.0,3.7,-0.75,43.19111506898679
10396,0,43.0,3.6,0.79,43.19111506898679
10397,0,41.0,3.7,1.06,40.721656787614336
10398,0,44.0,3.5,-0.92,45.23413352842084
10399,0,44.0,3.5,1.46,45.23413352842084
10400,1,41.0,3.8,-1.09,41.67656281304559
10401,1,41.0,3.8,-0.34,41.67656281304559
10402,0,42.0,3.6,-0.52,43.19111506898679
10403,0,43.0,3.5,0.06,43.19111506898679
10404,0,46.0,3.5,0.43,47.09820080732016
10405,0,42.0,3.6,1.31,43.19111506898679
10406,1,41.0,3.8,1.73,41.67656281304559
10407,0,41.0,3.8,-0.03,40.721656787614336
10408,1,46.0,3.6,-0.07,47.613943188290406
10409,1,44.0,3.3,-1.29,45.97197194861029
10410,1,47.0,3.6,0.82,47.613943188290406
10411,1,40.0,3.7,0.34,41.67656281304559
10412,0,43.0,3.9,1.0,43.19111506898679
10413,0,42.0,3.8,-0.92,43.19111506898679
10414,1,40.0,2.9,0.68,41.67656281304559
10415,0,41.0,3.6,0.66,40.721656787614336
10416,0,31.5,3.3,-0.55,32.017492169171646
10417,0,41.0,3.7,0.2,40.721656787614336
10418,1,48.0,3.3,-0.03,49.0
10419,0,41.0,3.6,-0.8,40.721656787614336
10420,1,45.0,3.4,-0.26,45.97197194861029
10421,0,39.0,2.9,-1.43,38.59153295217082
10422,0,46.0,3.4,-1.06,47.09820080732016
10423,0,46.0,3.5,-0.5,47.09820080732016
10424,0,42.0,4.0,-1.66,43.19111506898679
10425,1,39.0,3.5,-0.4,39.50881179099064
10426,1,40.0,3.7,0.28,41.67656281304559
10427,0,45.0,3.5,0.85,45.23413352842084
10428,0,41.0,3.8,0.36,40.721656787614336
10429,1,39.0,3.7,0.06,39.50881179099064
10430,0,40.0,2.7,-1.37,40.721656787614336
10431,0,44.0,3.5,1.33,45.23413352842084
10432,0,47.0,3.5,0.91,47.09820080732016
10433,1,42.0,3.8,0.86,43.892828873340214
10434,1,40.0,3.9,0.06,41.67656281304559
10435,1,40.0,3.6,0.68,41.67656281304559
10436,1,32.0,3.0,-0.55,32.921753595657464
10437,1,42.0,3.5,-0.07,43.892828873340214
10438,0,41.0,4.0,-1.06,40.721656787614336
10439,0,46.0,3.5,-0.34,47.09820080732016
10440,0,40.5,3.6,0.11,40.721656787614336
10441,0,44.0,3.3,-0.69,45.23413352842084
10442,1,42.0,3.9,-1.29,43.892828873340214
10443,0,48.0,3.6,1.37,49.0
10444,1,44.0,3.5,-0.69,45.97197194861029
10445,0,38.0,3.0,-0.26,38.59153295217082
10446,0,40.0,3.5,1.19,40.721656787614336
10447,0,45.0,3.4,-0.69,45.23413352842084
10448,0,42.0,3.9,-0.32,43.19111506898679
10449,0,43.0,3.5,0.63,43.19111506898679
10450,0,40.0,3.6,1.31,40.721656787614336
10451,0,46.0,3.6,0.8,47.09820080732016
10452,1,44.0,3.6,0.48,45.97197194861029
10453,0,43.0,3.7,-1.66,43.19111506898679
10454,1,29.0,3.1,-0.46,28.813945574957486
10455,0,40.25,3.6,-0.34,40.721656787614336
10456,0,40.0,3.0,-1.43,40.721656787614336
10457,0,47.0,3.3,0.03,47.09820080732016
10458,0,43.0,3.7,0.28,43.19111506898679
10459,0,45.0,3.7,0.34,45.23413352842084
10460,0,43.0,3.6,0.2,43.19111506898679
10461,0,42.0,3.8,1.6,43.19111506898679
10462,1,42.0,3.5,0.55,43.892828873340214
10463,1,39.0,3.4,-0.26,39.50881179099064
10464,0,45.0,3.3,0.68,45.23413352842084
10465,0,44.0,3.4,1.06,45.23413352842084
10466,0,42.0,3.6,0.57,43.19111506898679
10467,1,43.0,3.5,-0.69,43.892828873340214
10468,1,44.0,3.5,-0.32,45.97197194861029
10469,0,38.0,3.8,0.03,38.59153295217082
10470,1,45.0,3.4,0.26,45.97197194861029
10471,0,42.0,3.8,0.66,43.19111506898679
10472,0,41.0,3.5,-0.12,40.721656787614336
10473,1,45.0,3.5,0.71,45.97197194861029
10474,1,42.0,3.6,0.03,43.892828873340214
10475,1,41.0,3.7,-0.32,41.67656281304559
10476,1,42.0,3.3,-1.15,43.892828873340214
10477,1,35.0,3.3,-1.66,35.17017203352973
10478,1,45.0,3.4,-0.03,45.97197194861029
10479,0,38.0,3.5,2.29,38.59153295217082
10480,1,39.0,3.9,0.6,39.50881179099064
10481,1,45.0,3.4,0.43,45.97197194861029
10482,0,41.0,3.4,1.17,40.721656787614336
10483,1,42.0,3.7,0.28,43.892828873340214
10484,1,38.5,3.7,-1.23,39.50881179099064
10485,0,43.0,3.6,0.79,43.19111506898679
10486,1,39.0,3.7,-0.86,39.50881179099064
10487,1,37.0,2.9,-1.2,37.365151536881505
10488,0,46.0,3.3,1.54,47.09820080732016
10489,1,44.0,3.5,-0.23,45.97197194861029
10490,0,34.0,3.1,-1.23,34.207678710157104
10491,0,41.0,3.5,-0.23,40.721656787614336
10492,0,43.0,3.7,0.06,43.19111506898679
10493,0,41.5,3.7,1.83,43.19111506898679
10494,0,43.0,3.4,-0.86,43.19111506898679
10495,1,44.0,3.6,1.54,45.97197194861029
10496,1,45.0,3.5,-0.26,45.97197194861029
10497,1,42.0,3.6,-1.2,43.892828873340214
10498,1,40.0,3.8,-0.63,41.67656281304559
10499,1,45.0,3.8,-0.29,45.97197194861029
10500,1,41.5,3.7,-1.52,43.892828873340214
10501,0,47.0,3.5,-0.42,47.09820080732016
10502,0,41.0,3.6,-0.99,40.721656787614336
10503,0,46.0,3.7,1.83,47.09820080732016
10504,1,48.0,3.5,1.98,49.0
10505,1,30.0,3.9,0.31,30.853478459995404
10506,1,41.0,3.6,0.36,41.67656281304559
10507,0,44.0,3.5,-0.37,45.23413352842084
10508,1,46.0,3.7,2.2,47.613943188290406
10509,0,44.0,3.4,1.11,45.23413352842084
10510,0,39.0,3.9,1.6,38.59153295217082
10511,1,45.0,3.6,0.43,45.97197194861029
10512,0,38.0,3.5,-0.55,38.59153295217082
10513,0,43.0,3.6,0.08,43.19111506898679
10514,0,38.5,3.8,0.49,38.59153295217082
10515,0,44.0,3.5,0.44,45.23413352842084
10516,0,44.0,3.8,1.6,45.23413352842084
10517,0,41.0,3.5,-0.55,40.721656787614336
10518,0,42.5,3.6,0.2,43.19111506898679
10519,0,42.0,3.5,-1.12,43.19111506898679
10520,1,41.0,3.7,-0.37,41.67656281304559
10521,1,40.0,3.0,-0.29,41.67656281304559
10522,1,43.0,3.8,1.37,43.892828873340214
10523,0,46.0,3.7,1.4,47.09820080732016
10524,0,42.0,3.8,-0.09,43.19111506898679
10525,1,40.0,4.0,-0.17,41.67656281304559
10526,0,39.0,3.2,-0.03,38.59153295217082
10527,0,42.0,3.7,0.8,43.19111506898679
10528,0,42.0,3.5,-0.97,43.19111506898679
10529,0,39.5,3.5,-0.09,40.721656787614336
10530,0,42.0,3.7,0.77,43.19111506898679
10531,0,38.0,3.1,-2.12,38.59153295217082
10532,0,42.0,3.7,0.14,43.19111506898679
10533,0,38.0,3.7,0.31,38.59153295217082
10534,1,32.0,3.1,-0.49,32.921753595657464
10535,1,37.0,3.8,-0.92,37.365151536881505
10536,1,45.0,3.6,0.66,45.97197194861029
10537,0,43.0,3.6,0.06,43.19111506898679
10538,0,36.0,3.4,0.9,36.41346478420596
10539,1,46.0,3.4,0.57,47.613943188290406
10540,1,43.0,3.6,0.26,43.892828873340214
10541,0,40.0,3.1,-0.83,40.721656787614336
10542,1,39.0,3.6,-0.69,39.50881179099064
10543,1,44.0,3.5,-0.55,45.97197194861029
10544,0,41.0,3.8,1.37,40.721656787614336
10545,0,32.0,3.1,-1.09,32.017492169171646
10546,0,41.0,3.7,0.11,40.721656787614336
10547,0,45.0,3.5,0.48,45.23413352842084
10548,1,30.0,3.4,-1.2,30.853478459995404
10549,1,43.0,3.8,-0.63,43.892828873340214
10550,0,40.0,3.8,1.54,40.721656787614336
10551,1,25.0,2.6,-1.62,24.76502944831482
10552,1,33.0,2.8,1.36,32.921753595657464
10553,1,38.0,3.0,0.13,39.50881179099064
10554,1,30.0,2.5,-1.51,30.853478459995404
10555,1,32.0,3.2,-0.44,32.921753595657464
10556,1,30.0,3.1,-0.31,30.853478459995404
10557,0,37.0,3.3,-0.71,36.41346478420596
10558,1,31.0,3.4,1.31,30.853478459995404
10559,0,37.0,2.8,2.19,36.41346478420596
10560,1,34.0,3.5,-1.12,35.17017203352973
10561,0,35.0,2.8,-0.07,34.207678710157104
10562,1,30.0,3.5,-0.05,30.853478459995404
10563,0,35.0,3.0,0.76,34.207678710157104
10564,0,32.0,3.3,0.02,32.017492169171646
10565,0,34.0,3.4,1.7,34.207678710157104
10566,0,37.0,3.1,-0.13,36.41346478420596
10567,0,33.0,3.1,0.78,32.017492169171646
10568,0,33.0,3.3,1.09,32.017492169171646
10569,1,29.0,3.6,0.46,28.813945574957486
10570,1,39.0,2.6,0.9,39.50881179099064
10571,0,41.0,2.6,0.48,40.721656787614336
10572,1,34.0,3.1,-1.27,35.17017203352973
10573,1,32.0,3.1,0.74,32.921753595657464
10574,0,32.0,2.8,0.63,32.017492169171646
10575,1,33.0,3.4,0.41,32.921753595657464
10576,0,34.0,3.1,1.73,34.207678710157104
10577,1,34.0,3.3,0.08,35.17017203352973
10578,0,32.0,3.6,0.41,32.017492169171646
10579,0,42.0,3.0,0.04,43.19111506898679
10580,0,42.0,2.8,-0.16,43.19111506898679
10581,1,34.0,3.2,-0.92,35.17017203352973
10582,0,39.0,2.7,1.16,38.59153295217082
10583,1,30.5,2.7,-0.99,30.853478459995404
10584,1,33.0,3.1,0.59,32.921753595657464
10585,0,31.0,3.4,0.44,29.843534062096946
10586,1,35.0,3.5,1.11,35.17017203352973
10587,1,39.0,2.5,1.36,39.50881179099064
10588,1,36.0,2.1,-0.13,37.365151536881505
10589,1,24.0,2.7,-2.15,24.76502944831482
10590,1,31.5,3.6,0.19,32.921753595657464
10591,1,33.25,3.2,-1.58,35.17017203352973
10592,1,32.0,3.4,0.24,32.921753595657464
10593,1,32.5,2.5,0.02,32.921753595657464
10594,1,24.0,3.0,-0.75,24.76502944831482
10595,1,37.0,3.3,-1.08,37.365151536881505
10596,0,32.0,3.2,-0.2,32.017492169171646
