sex,LSAT,UGPA,ZFYA,uuid
1,37.0,2.8,0.54,8741452291877835241
1,34.5,3.4,1.16,8741452296172802537
1,37.0,3.4,0.33,8741452300467769833
0,36.5,2.5,2.13,8741452304762737129
0,35.0,2.4,-0.88,8741452309057704425
1,37.0,2.8,-0.86,8741452313352671721
0,36.5,3.0,2.39,8741452317647639017
0,35.0,2.6,-1.47,8741452321942606313
0,35.0,3.0,1.73,8741452326237573609
0,37.0,2.8,1.4,8741452330532540905
1,36.0,3.1,1.49,8741452334827508201
1,34.0,3.2,0.5,8741452339122475497
0,43.0,2.6,1.23,8741452343417442793
0,36.0,2.8,0.0,8741452347712410089
1,34.0,3.1,0.85,8741452352007377385
0,35.0,3.0,-1.0,8741452356302344681
0,30.5,2.5,-0.55,8741452360597311977
1,36.0,3.7,1.71,8741452364892279273
1,34.5,3.0,-0.55,8741452369187246569
0,37.0,3.1,-1.5,8741452373482213865
0,35.0,3.1,0.28,8741452377777181161
0,37.0,3.1,0.43,8741452382072148457
0,35.0,3.0,-0.69,8741452386367115753
0,33.5,2.7,-0.9,8741452390662083049
0,32.5,3.1,0.09,8741452394957050345
1,32.0,2.6,-1.02,8741452399252017641
1,34.5,2.5,1.3,8741452403546984937
1,32.0,3.2,-1.02,8741452407841952233
1,33.0,3.0,-0.48,8741452412136919529
1,32.5,3.1,0.0,8741452416431886825
1,36.0,2.8,-0.69,8741452420726854121
0,37.0,2.9,-0.86,8741452425021821417
0,26.5,2.4,-0.43,8741452429316788713
0,35.0,3.0,-1.14,8741452433611756009
1,34.0,2.8,-0.14,8741452437906723305
1,34.0,3.0,-0.12,8741452442201690601
1,34.5,2.8,1.09,8741452446496657897
0,35.0,2.9,-1.14,8741452450791625193
0,41.0,3.0,-0.4,8741452455086592489
0,34.0,3.0,-0.81,8741452459381559785
0,38.0,3.1,0.19,8741452463676527081
0,35.0,2.8,-0.19,8741452467971494377
0,36.0,2.7,0.26,8741452472266461673
1,27.5,3.3,-0.48,8741452476561428969
1,35.5,2.9,0.28,8741452480856396265
0,31.0,3.8,0.69,8741452485151363561
1,31.0,2.8,-0.1,8741452489446330857
1,35.0,3.3,0.14,8741452493741298153
0,33.0,3.1,0.61,8741452498036265449
0,36.0,2.9,-1.21,8741452502331232745
1,37.0,2.5,-0.43,8741452506626200041
0,39.0,2.6,0.83,8741452510921167337
1,28.5,3.3,-1.14,8741452515216134633
0,36.0,2.9,0.43,8741452519511101929
0,34.0,2.1,0.07,8741452523806069225
0,34.0,3.0,0.31,8741452528101036521
0,38.0,2.7,0.35,8741452532396003817
1,37.0,3.4,2.28,8741452536690971113
0,34.0,3.2,-0.31,8741452540985938409
0,36.0,2.5,-0.12,8741452545280905705
0,29.0,2.9,-1.28,8741452549575873001
0,26.0,2.8,-0.38,8741452553870840297
0,37.0,3.0,0.47,8741452558165807593
0,37.0,2.7,0.14,8741452562460774889
1,42.0,3.3,0.59,8741452566755742185
0,34.0,2.9,-0.24,8741452571050709481
0,36.0,2.7,-0.52,8741452575345676777
1,40.0,2.3,1.21,8741452579640644073
0,36.0,2.9,0.45,8741452583935611369
1,35.5,3.0,-1.14,8741452588230578665
0,35.0,3.1,-0.81,8741452592525545961
1,37.0,3.3,0.95,8741452596820513257
1,29.0,2.5,-1.09,8741452601115480553
0,37.0,2.9,0.83,8741452605410447849
1,26.5,3.0,0.09,8741452609705415145
0,35.25,2.7,-0.29,8741452614000382441
0,38.0,2.9,-1.05,8741452618295349737
0,37.0,2.8,-0.24,8741452622590317033
0,37.0,2.9,-1.64,8741452626885284329
1,36.0,3.0,1.37,8741452631180251625
0,36.0,3.2,-0.97,8741452635475218921
0,30.0,2.8,-1.0,8741452639770186217
0,34.0,2.9,0.78,8741452644065153513
1,37.0,3.0,0.26,8741452648360120809
0,37.0,2.8,1.21,8741452652655088105
1,37.0,3.3,-0.45,8741452656950055401
1,34.0,2.8,-0.64,8741452661245022697
0,37.0,2.9,-0.69,8741452665539989993
0,36.0,2.8,-1.05,8741452669834957289
0,37.0,3.0,-0.24,8741452674129924585
0,33.5,2.9,-1.19,8741452678424891881
1,34.5,3.3,-0.07,8741452682719859177
0,33.0,3.0,-0.59,8741452687014826473
0,36.0,3.2,-0.19,8741452691309793769
0,40.0,3.3,0.99,8741452695604761065
0,41.0,2.3,0.45,8741452699899728361
0,35.0,3.1,-0.67,8741452704194695657
0,37.0,3.0,-0.38,8741452708489662953
0,36.0,3.1,1.02,8741452712784630249
1,33.5,3.2,-0.83,8741452717079597545
0,38.0,2.8,-0.03,8741452721374564841
1,33.0,3.5,0.88,8741452725669532137
1,32.0,3.0,0.38,8741452729964499433
1,35.0,3.1,-0.83,8741452734259466729
0,37.0,2.9,-0.81,8741452738554434025
1,39.0,3.0,0.38,8741452742849401321
1,33.0,3.2,1.4,8741452747144368617
1,28.5,2.7,-0.93,8741452751439335913
1,38.0,2.6,-0.29,8741452755734303209
1,36.0,3.0,0.12,8741452760029270505
1,34.0,3.4,2.11,8741452764324237801
1,35.0,3.0,-0.55,8741452768619205097
0,34.0,2.0,0.19,8741452772914172393
1,32.5,2.9,-0.29,8741452777209139689
0,37.0,2.9,-0.36,8741452781504106985
0,36.0,2.8,0.71,8741452785799074281
0,34.0,3.5,0.12,8741452790094041577
0,37.0,2.5,0.09,8741452794389008873
0,36.0,2.8,-0.07,8741452798683976169
1,34.0,3.6,1.4,8741452802978943465
0,32.5,3.0,0.64,8741452807273910761
0,35.0,2.7,-0.95,8741452811568878057
1,32.0,3.2,-0.24,8741452815863845353
1,35.5,3.5,1.61,8741452820158812649
1,29.25,2.9,-0.59,8741452824453779945
0,37.0,3.5,2.46,8741452828748747241
1,36.0,3.4,1.07,8741452833043714537
0,41.0,3.3,1.71,8741452837338681833
1,37.0,2.7,0.98,8741452841633649129
1,37.0,3.1,0.13,8741452845928616425
0,39.0,3.5,-0.92,8741452850223583721
0,39.0,3.0,1.71,8741452854518551017
1,30.0,2.9,-0.14,8741452858813518313
0,42.0,3.0,0.72,8741452863108485609
0,42.0,3.4,-0.21,8741452867403452905
1,36.0,3.3,0.79,8741452871698420201
0,40.0,3.2,-0.6,8741452875993387497
1,44.0,3.6,-0.6,8741452880288354793
0,39.0,3.3,0.65,8741452884583322089
1,32.0,3.4,-1.45,8741452888878289385
0,42.0,4.0,1.52,8741452893173256681
1,40.0,3.2,0.45,8741452897468223977
0,38.0,3.7,-0.79,8741452901763191273
1,33.0,3.6,-0.79,8741452906058158569
1,42.0,3.5,1.31,8741452910353125865
0,41.0,3.3,0.26,8741452914648093161
1,44.0,3.7,-0.67,8741452918943060457
0,40.0,3.1,0.4,8741452923238027753
0,38.5,3.7,-0.26,8741452927532995049
1,31.0,3.6,-0.67,8741452931827962345
0,39.0,3.0,0.79,8741452936122929641
1,40.0,3.0,-0.6,8741452940417896937
1,40.0,3.1,0.72,8741452944712864233
1,30.5,3.1,-0.79,8741452949007831529
0,41.0,3.0,1.57,8741452953302798825
1,40.0,3.3,0.33,8741452957597766121
0,38.0,3.1,-0.21,8741452961892733417
0,40.0,3.1,1.11,8741452966187700713
1,41.0,3.9,1.52,8741452970482668009
0,36.0,3.3,0.06,8741452974777635305
0,38.0,2.9,-1.38,8741452979072602601
1,36.0,3.1,-0.67,8741452983367569897
0,32.0,3.2,-0.4,8741452987662537193
1,38.0,3.4,-0.47,8741452991957504489
1,39.0,3.7,2.18,8741452996252471785
0,41.0,3.5,1.11,8741453000547439081
0,43.0,2.8,-0.26,8741453004842406377
0,27.0,2.9,-1.84,8741453009137373673
0,38.0,3.1,-1.58,8741453013432340969
1,29.0,3.6,-1.26,8741453017727308265
0,41.0,4.0,2.3,8741453022022275561
0,28.0,2.7,-1.18,8741453026317242857
1,30.0,3.4,-0.6,8741453030612210153
0,39.0,3.4,0.13,8741453034907177449
0,42.0,3.2,0.06,8741453039202144745
0,46.0,2.8,1.91,8741453043497112041
0,39.0,3.7,1.31,8741453047792079337
0,40.0,3.1,0.06,8741453052087046633
1,35.0,3.4,0.72,8741453056382013929
0,37.0,3.4,0.33,8741453060676981225
0,40.0,3.6,0.33,8741453064971948521
0,39.0,3.8,0.13,8741453069266915817
1,28.0,3.9,-0.01,8741453073561883113
0,39.0,2.7,-0.92,8741453077856850409
0,42.0,3.3,1.98,8741453082151817705
0,43.0,2.4,-0.86,8741453086446785001
0,40.0,3.6,0.2,8741453090741752297
1,35.0,3.5,-1.33,8741453095036719593
1,46.0,3.3,0.2,8741453099331686889
1,36.0,2.6,-1.06,8741453103626654185
0,42.0,3.1,-0.26,8741453107921621481
1,34.5,3.6,-1.26,8741453112216588777
1,40.0,3.2,0.33,8741453116511556073
0,31.5,3.6,-0.14,8741453120806523369
1,38.0,3.7,0.72,8741453125101490665
1,33.0,3.6,-1.33,8741453129396457961
1,36.0,3.7,-1.18,8741453133691425257
1,37.0,3.3,1.45,8741453137986392553
1,38.0,3.7,0.79,8741453142281359849
1,39.0,3.4,-0.92,8741453146576327145
0,39.0,3.1,1.84,8741453150871294441
1,25.5,3.4,-1.56,8741453155166261737
0,34.0,2.4,0.7,8741453159461229033
1,26.0,3.5,-0.82,8741453163756196329
0,41.0,3.1,-0.07,8741453168051163625
0,36.0,3.5,0.56,8741453172346130921
0,27.0,2.5,-0.91,8741453176641098217
1,43.0,3.0,0.9,8741453180936065513
0,42.0,2.6,0.37,8741453185231032809
1,29.5,3.4,-1.03,8741453189526000105
1,40.0,3.2,0.41,8741453193820967401
0,36.0,3.7,0.78,8741453198115934697
1,36.0,3.5,-0.35,8741453202410901993
1,39.0,3.4,1.85,8741453206705869289
0,39.0,3.0,0.68,8741453211000836585
0,33.0,3.5,-0.95,8741453215295803881
1,27.0,2.9,-0.84,8741453219590771177
0,26.0,3.1,-2.02,8741453223885738473
1,27.0,2.5,-2.06,8741453228180705769
1,36.0,3.5,1.07,8741453232475673065
1,23.0,2.7,-1.31,8741453236770640361
0,37.0,2.3,-0.32,8741453241065607657
0,26.0,3.2,-1.81,8741453245360574953
1,32.5,2.7,-0.86,8741453249655542249
0,39.0,3.0,-0.22,8741453253950509545
0,39.0,3.4,0.88,8741453258245476841
1,32.0,3.5,0.26,8741453262540444137
1,37.0,3.4,1.42,8741453266835411433
1,39.0,3.5,0.45,8741453271130378729
1,40.0,3.1,0.19,8741453275425346025
0,39.0,3.6,0.38,8741453279720313321
0,32.0,3.5,1.03,8741453284015280617
0,45.0,2.8,-0.4,8741453288310247913
1,34.0,3.1,-0.12,8741453292605215209
0,39.0,2.6,0.22,8741453296900182505
0,43.0,3.6,1.05,8741453301195149801
0,36.0,3.2,0.17,8741453305490117097
1,36.0,3.7,-0.47,8741453309785084393
1,38.0,3.6,-1.03,8741453314080051689
1,33.0,3.6,-0.21,8741453318375018985
1,36.0,3.4,-0.29,8741453322669986281
1,25.0,2.9,-1.82,8741453326964953577
0,38.0,3.5,1.55,8741453331259920873
0,35.0,3.7,0.17,8741453335554888169
0,41.0,2.7,0.15,8741453339849855465
0,33.0,2.9,-0.24,8741453344144822761
1,37.0,3.6,0.69,8741453348439790057
0,36.0,4.0,1.61,8741453352734757353
1,37.0,3.7,1.19,8741453357029724649
0,41.0,3.2,-0.25,8741453361324691945
1,40.0,3.7,0.35,8741453365619659241
1,26.5,3.7,-0.26,8741453369914626537
1,36.0,3.9,0.09,8741453374209593833
0,35.0,3.4,-0.2,8741453378504561129
0,30.0,2.9,-0.74,8741453382799528425
1,32.5,3.1,0.06,8741453387094495721
1,41.0,3.4,1.36,8741453391389463017
0,35.0,3.8,-0.61,8741453395684430313
1,48.0,3.5,-0.19,8741453399979397609
0,39.0,3.5,-0.18,8741453404274364905
1,43.0,3.0,0.18,8741453408569332201
1,35.0,3.4,-0.75,8741453412864299497
1,40.0,3.3,1.49,8741453417159266793
1,37.0,2.9,-0.24,8741453421454234089
1,36.0,3.2,-0.76,8741453425749201385
0,44.0,3.6,2.01,8741453430044168681
1,38.0,3.4,0.59,8741453434339135977
1,43.0,3.5,1.1,8741453438634103273
1,36.0,3.2,-1.14,8741453442929070569
1,43.0,3.8,1.76,8741453447224037865
0,39.0,3.5,1.84,8741453451519005161
1,31.0,3.9,-0.04,8741453455813972457
1,40.0,3.6,-0.16,8741453460108939753
0,41.0,3.2,-0.57,8741453464403907049
1,38.0,3.7,0.1,8741453468698874345
0,43.0,3.0,0.23,8741453472993841641
0,45.0,2.4,1.92,8741453477288808937
1,28.0,2.7,-1.3,8741453481583776233
0,42.0,3.5,1.63,8741453485878743529
0,21.0,2.2,-1.72,8741453490173710825
0,34.0,3.5,1.34,8741453494468678121
1,37.0,2.8,-0.29,8741453498763645417
0,31.0,3.6,0.77,8741453503058612713
1,34.0,3.5,-0.45,8741453507353580009
0,41.0,2.8,-0.64,8741453511648547305
1,38.0,3.2,-0.29,8741453515943514601
0,40.0,3.5,1.18,8741453520238481897
1,38.0,3.0,-0.15,8741453524533449193
0,44.0,3.7,0.54,8741453528828416489
0,45.0,4.0,2.08,8741453533123383785
0,42.0,3.7,0.29,8741453537418351081
1,33.0,4.0,0.78,8741453541713318377
0,35.0,3.7,-0.03,8741453546008285673
1,40.0,3.2,-0.18,8741453550303252969
0,35.0,4.0,1.61,8741453554598220265
1,37.0,3.8,-1.15,8741453558893187561
1,36.0,3.5,0.31,8741453563188154857
0,41.0,3.0,1.66,8741453567483122153
0,38.0,3.5,0.03,8741453571778089449
0,37.0,3.9,0.84,8741453576073056745
0,38.0,3.0,-0.73,8741453580368024041
1,32.0,3.6,0.72,8741453584662991337
1,37.0,3.4,0.1,8741453588957958633
0,31.0,3.5,-0.59,8741453593252925929
0,42.0,3.5,-0.46,8741453597547893225
1,44.0,3.5,0.3,8741453601842860521
1,35.0,3.5,-0.64,8741453606137827817
0,42.0,3.1,0.77,8741453610432795113
1,32.0,3.4,0.13,8741453614727762409
1,36.0,3.2,-1.05,8741453619022729705
1,37.0,3.4,-0.6,8741453623317697001
0,38.0,3.8,0.59,8741453627612664297
0,32.0,3.6,0.37,8741453631907631593
0,34.5,3.4,0.46,8741453636202598889
0,33.0,2.7,-1.69,8741453640497566185
0,40.0,3.7,0.6,8741453644792533481
1,48.0,3.2,1.06,8741453649087500777
0,44.0,3.1,-0.89,8741453653382468073
0,20.0,3.0,-1.81,8741453657677435369
0,31.0,2.4,0.05,8741453661972402665
1,32.0,3.3,-0.45,8741453666267369961
1,35.0,3.9,0.38,8741453670562337257
0,29.0,4.0,0.23,8741453674857304553
1,25.0,3.1,-1.44,8741453679152271849
1,27.0,3.1,-1.96,8741453683447239145
1,33.0,4.0,1.69,8741453687742206441
1,34.5,3.9,1.33,8741453692037173737
1,37.0,2.9,-0.98,8741453696332141033
0,27.5,2.7,-1.76,8741453700627108329
0,17.0,2.5,-1.0,8741453704922075625
1,37.0,3.4,1.77,8741453709217042921
1,35.0,3.2,1.02,8741453713512010217
1,20.0,3.3,-0.71,8741453717806977513
1,26.0,2.3,-0.49,8741453722101944809
0,40.0,2.7,0.63,8741453726396912105
1,39.0,3.5,0.94,8741453730691879401
0,33.5,3.3,-0.8,8741453734986846697
1,31.0,3.0,-1.29,8741453739281813993
0,31.0,3.4,1.64,8741453743576781289
0,34.0,3.6,0.03,8741453747871748585
1,29.0,2.7,0.03,8741453752166715881
0,34.0,3.0,1.33,8741453756461683177
1,32.0,3.3,0.84,8741453760756650473
0,31.0,2.5,0.01,8741453765051617769
1,33.5,3.1,0.34,8741453769346585065
0,36.0,3.2,-0.96,8741453773641552361
0,35.0,2.8,-0.13,8741453777936519657
1,32.0,3.4,0.53,8741453782231486953
1,34.0,2.9,0.82,8741453786526454249
1,38.0,3.1,-1.69,8741453790821421545
1,31.0,3.3,0.18,8741453795116388841
1,26.5,2.8,-1.29,8741453799411356137
0,31.0,3.2,0.28,8741453803706323433
0,28.5,3.5,-1.09,8741453808001290729
1,40.0,2.5,-0.47,8741453812296258025
0,39.0,2.7,2.26,8741453816591225321
1,31.0,3.6,-0.8,8741453820886192617
1,42.0,2.9,0.07,8741453825181159913
1,28.5,3.2,-0.47,8741453829476127209
0,33.0,3.6,0.9,8741453833771094505
1,40.0,3.9,0.77,8741453838066061801
0,37.0,3.1,-0.44,8741453842361029097
0,29.0,3.4,0.11,8741453846655996393
1,39.0,2.8,-0.38,8741453850950963689
1,30.0,3.4,0.51,8741453855245930985
1,39.0,2.7,-0.28,8741453859540898281
0,35.0,3.3,0.63,8741453863835865577
0,35.0,3.2,1.21,8741453868130832873
0,28.0,3.2,1.21,8741453872425800169
0,33.0,3.3,1.25,8741453876720767465
0,30.0,3.7,-0.4,8741453881015734761
0,36.0,2.9,1.23,8741453885310702057
1,38.0,3.1,0.71,8741453889605669353
0,36.0,3.1,0.44,8741453893900636649
0,34.0,2.7,-1.11,8741453898195603945
1,35.0,3.2,-1.04,8741453902490571241
1,36.0,3.8,1.44,8741453906785538537
0,28.0,3.1,0.49,8741453911080505833
1,35.0,3.3,1.37,8741453915375473129
1,32.0,3.3,-0.65,8741453919670440425
0,24.25,2.7,1.25,8741453923965407721
0,38.0,2.8,1.83,8741453928260375017
1,24.0,2.7,0.73,8741453932555342313
0,29.0,2.9,-0.49,8741453936850309609
1,21.0,2.1,-1.79,8741453941145276905
1,23.5,2.6,-0.51,8741453945440244201
0,37.0,2.9,-0.34,8741453949735211497
0,40.0,2.7,0.34,8741453954030178793
1,32.0,3.2,-0.28,8741453958325146089
1,32.0,3.0,0.07,8741453962620113385
0,36.0,3.1,-0.01,8741453966915080681
0,35.0,3.2,1.97,8741453971210047977
0,34.0,3.2,0.53,8741453975505015273
1,46.0,3.7,2.18,8741453979799982569
1,26.0,2.8,-1.62,8741453984094949865
1,35.0,3.2,1.23,8741453988389917161
1,35.0,3.1,0.49,8741453992684884457
0,31.0,3.7,0.63,8741453996979851753
0,29.0,3.0,-0.28,8741454001274819049
1,34.0,3.3,-1.07,8741454005569786345
1,36.0,3.2,0.96,8741454009864753641
0,33.0,2.8,-0.42,8741454014159720937
0,29.0,3.2,-1.64,8741454018454688233
1,36.0,3.3,0.67,8741454022749655529
0,35.0,3.2,0.26,8741454027044622825
0,32.0,3.5,-0.47,8741454031339590121
0,42.0,3.5,0.51,8741454035634557417
1,28.0,2.8,-0.34,8741454039929524713
0,19.25,2.3,-1.64,8741454044224492009
1,33.0,3.1,-0.51,8741454048519459305
0,34.0,3.3,0.18,8741454052814426601
0,35.0,3.3,-0.65,8741454057109393897
1,30.0,3.4,-1.0,8741454061404361193
0,34.5,2.5,-0.53,8741454065699328489
0,29.0,3.8,0.28,8741454069994295785
1,26.0,3.7,0.59,8741454074289263081
0,35.0,3.5,0.67,8741454078584230377
0,33.0,3.2,-0.03,8741454082879197673
0,33.0,3.7,0.71,8741454087174164969
0,36.0,3.4,1.56,8741454091469132265
0,35.0,3.1,-0.98,8741454095764099561
0,37.0,3.5,-0.42,8741454100059066857
0,40.0,2.7,1.04,8741454104354034153
1,31.0,3.2,0.09,8741454108649001449
1,37.0,2.9,0.34,8741454112943968745
0,32.0,3.4,0.92,8741454117238936041
0,33.5,3.3,0.15,8741454121533903337
0,31.0,3.6,0.18,8741454125828870633
1,35.0,3.5,-0.28,8741454130123837929
0,28.5,3.4,-0.61,8741454134418805225
0,36.0,3.2,0.46,8741454138713772521
0,35.0,3.0,-0.38,8741454143008739817
0,31.0,3.5,1.54,8741454147303707113
0,32.0,2.5,0.69,8741454151598674409
1,32.0,3.9,0.71,8741454155893641705
1,28.0,3.3,-1.02,8741454160188609001
1,32.0,3.2,-0.32,8741454164483576297
0,33.5,3.2,0.44,8741454168778543593
0,30.5,3.4,1.17,8741454173073510889
1,34.0,3.5,0.42,8741454177368478185
0,29.0,3.0,0.77,8741454181663445481
0,28.0,3.8,1.06,8741454185958412777
0,34.0,3.0,1.29,8741454190253380073
0,28.0,2.9,-1.4,8741454194548347369
0,31.0,3.6,-1.17,8741454198843314665
0,36.0,3.3,-0.16,8741566344734380521
0,38.0,3.1,0.73,8741566349029347817
0,35.0,3.4,0.05,8741566353324315113
0,35.0,3.4,-0.47,8741566357619282409
1,33.0,3.0,0.09,8741566361914249705
1,29.0,3.3,0.03,8741566366209217001
1,31.0,3.5,0.24,8741566370504184297
1,38.0,3.2,0.98,8741566374799151593
1,30.5,3.1,-0.49,8741566379094118889
0,40.0,3.8,0.46,8741566383389086185
0,38.0,3.1,0.57,8741566387684053481
0,36.0,3.2,0.18,8741566391979020777
0,35.0,3.0,-0.82,8741566396273988073
0,35.0,3.0,0.15,8741566400568955369
0,31.0,3.2,-0.65,8741566404863922665
1,32.5,3.1,-0.78,8741566409158889961
0,39.0,2.9,0.46,8741566413453857257
0,25.0,2.5,-1.33,8741566417748824553
0,31.0,3.5,-0.53,8741566422043791849
0,35.0,3.5,-0.98,8741566426338759145
1,29.0,3.2,-0.59,8741566430633726441
1,33.0,3.1,0.22,8741566434928693737
1,37.0,3.2,1.11,8741566439223661033
1,38.0,3.6,1.11,8741566443518628329
1,37.0,3.2,0.96,8741566447813595625
0,35.0,3.0,0.69,8741566452108562921
1,30.0,3.3,0.44,8741566456403530217
0,32.0,3.7,1.81,8741566460698497513
0,32.0,3.0,-0.01,8741566464993464809
0,37.0,2.9,0.15,8741566469288432105
0,31.0,3.2,1.52,8741566473583399401
1,26.0,2.3,-1.0,8741566477878366697
1,37.0,2.9,-0.8,8741566482173333993
0,29.0,3.1,1.06,8741566486468301289
0,40.0,2.5,1.77,8741566490763268585
0,31.0,2.6,0.07,8741566495058235881
0,30.0,3.7,-0.82,8741566499353203177
0,33.0,3.2,0.98,8741566503648170473
1,33.0,3.7,0.3,8741566507943137769
0,37.0,3.3,-0.42,8741566512238105065
1,28.0,3.6,-0.84,8741566516533072361
0,28.5,3.0,0.09,8741566520828039657
1,28.0,3.4,0.49,8741566525123006953
1,35.0,3.3,0.9,8741566529417974249
0,28.0,3.4,0.44,8741566533712941545
0,37.0,3.1,-1.46,8741566538007908841
1,33.0,3.5,0.09,8741566542302876137
1,30.0,3.9,-0.49,8741566546597843433
1,27.5,3.6,0.98,8741566550892810729
0,33.0,3.1,-0.13,8741566555187778025
0,32.0,2.6,0.65,8741566559482745321
1,40.0,3.4,0.77,8741566563777712617
0,38.0,2.9,0.38,8741566568072679913
1,30.5,3.3,-0.69,8741566572367647209
1,35.0,2.9,0.13,8741566576662614505
0,35.0,3.2,0.96,8741566580957581801
1,37.0,3.1,0.75,8741566585252549097
0,35.0,2.0,-1.71,8741566589547516393
0,38.0,3.2,-0.07,8741566593842483689
0,35.0,3.1,-1.04,8741566598137450985
1,25.0,2.6,-1.11,8741566602432418281
0,34.0,3.1,0.75,8741566606727385577
1,37.0,3.1,1.23,8741566611022352873
0,38.0,2.8,-1.81,8741566615317320169
1,32.0,3.3,0.82,8741566619612287465
0,34.0,3.3,-0.98,8741566623907254761
0,37.0,2.7,-0.07,8741566628202222057
1,26.5,2.9,-1.07,8741566632497189353
0,37.0,3.2,0.57,8741566636792156649
0,33.0,3.2,0.38,8741566641087123945
0,41.0,2.9,0.32,8741566645382091241
1,29.0,3.3,-1.42,8741566649677058537
0,40.0,2.8,0.09,8741566653972025833
1,36.0,3.2,-1.07,8741566658266993129
0,29.5,3.4,-0.36,8741566662561960425
1,35.0,3.5,0.28,8741566666856927721
0,32.0,3.1,-1.29,8741566671151895017
1,34.0,3.7,1.29,8741566675446862313
0,33.0,3.1,0.44,8741566679741829609
0,32.0,3.7,1.5,8741566684036796905
0,35.5,3.5,0.4,8741566688331764201
1,33.5,3.8,0.28,8741566692626731497
1,35.0,3.5,1.0,8741566696921698793
0,35.0,3.2,0.51,8741566701216666089
0,33.0,3.1,0.61,8741566705511633385
0,32.5,2.3,-1.13,8741566709806600681
0,35.0,3.2,1.21,8741566714101567977
1,35.0,3.4,1.04,8741566718396535273
1,33.0,3.3,-0.69,8741566722691502569
0,41.0,3.6,-0.36,8741566726986469865
1,39.0,3.8,-0.72,8741566731281437161
1,32.0,3.5,0.31,8741566735576404457
1,37.0,3.4,-1.03,8741566739871371753
0,36.0,3.7,-1.15,8741566744166339049
0,37.0,3.7,-0.41,8741566748461306345
1,29.0,3.4,-1.04,8741566752756273641
1,43.0,3.4,0.26,8741566757051240937
0,36.0,3.8,0.92,8741566761346208233
0,42.0,3.6,1.3,8741566765641175529
0,41.0,3.8,1.66,8741566769936142825
0,41.0,3.6,-0.72,8741566774231110121
0,38.0,3.5,-1.09,8741566778526077417
1,38.0,3.2,-0.22,8741566782821044713
0,36.5,3.0,0.3,8741566787116012009
0,32.0,2.4,-1.11,8741566791410979305
1,28.0,2.4,-1.27,8741566795705946601
0,42.0,2.7,-0.13,8741566800000913897
1,38.0,2.9,0.86,8741566804295881193
0,44.0,3.0,1.96,8741566808590848489
0,42.0,2.9,-0.03,8741566812885815785
1,36.0,3.1,-0.27,8741566817180783081
0,37.0,2.5,-1.44,8741566821475750377
1,35.0,3.2,-0.43,8741566825770717673
1,39.5,1.7,-0.94,8741566830065684969
0,36.0,3.2,0.74,8741566834360652265
1,34.0,2.9,-0.97,8741566838655619561
1,41.0,2.8,1.04,8741566842950586857
0,36.0,2.9,-0.8,8741566847245554153
1,41.0,2.5,-0.69,8741566851540521449
1,32.0,3.0,0.6,8741566855835488745
0,35.0,3.2,-0.36,8741566860130456041
1,31.0,3.7,0.51,8741566864425423337
1,35.0,3.2,-0.36,8741566868720390633
1,37.5,2.9,0.18,8741566873015357929
0,38.0,3.4,0.65,8741566877310325225
1,43.0,2.4,-0.15,8741566881605292521
1,36.0,3.3,-0.38,8741566885900259817
0,37.0,2.7,-0.85,8741566890195227113
1,28.0,2.8,-1.48,8741566894490194409
0,37.0,2.3,-0.52,8741566898785161705
0,42.0,3.5,1.91,8741566903080129001
1,40.0,3.2,0.44,8741566907375096297
0,34.0,2.9,1.11,8741566911670063593
0,38.0,3.2,-0.15,8741566915965030889
0,34.0,3.0,0.58,8741566920259998185
1,35.0,3.2,-1.27,8741566924554965481
1,28.0,3.2,-2.0,8741566928849932777
1,39.0,3.2,0.41,8741566933144900073
1,36.0,2.7,-1.29,8741566937439867369
0,41.0,3.3,1.53,8741566941734834665
0,35.0,3.4,0.58,8741566946029801961
1,35.5,2.8,1.49,8741566950324769257
0,36.0,2.5,0.3,8741566954619736553
1,41.0,3.1,1.04,8741566958914703849
0,41.0,2.2,1.16,8741566963209671145
0,34.0,3.8,0.81,8741566967504638441
1,30.25,3.1,-1.13,8741566971799605737
0,28.0,3.6,-1.08,8741566976094573033
0,43.0,2.7,1.53,8741566980389540329
1,32.5,3.5,0.74,8741566984684507625
0,38.0,3.5,0.56,8741566988979474921
0,42.0,3.1,-1.08,8741566993274442217
1,42.0,3.0,0.78,8741566997569409513
1,37.0,3.7,0.2,8741567001864376809
1,40.0,3.0,0.27,8741567006159344105
1,41.0,3.4,-0.55,8741567010454311401
0,44.0,2.7,0.63,8741567014749278697
0,30.0,3.1,-1.74,8741567019044245993
0,40.0,3.3,1.25,8741567023339213289
0,41.0,3.1,-1.15,8741567027634180585
0,40.0,3.3,-0.48,8741567031929147881
0,39.0,3.4,-0.39,8741567036224115177
0,37.5,3.1,-0.62,8741567040519082473
0,40.0,3.5,-0.06,8741567044814049769
1,37.0,2.8,1.47,8741567049109017065
0,43.0,2.6,0.89,8741567053403984361
1,40.0,3.1,-0.46,8741567057698951657
0,37.0,3.9,-1.66,8741567061993918953
1,39.0,3.7,0.29,8741567066288886249
1,37.0,3.1,-0.66,8741567070583853545
1,40.0,3.1,1.0,8741567074878820841
1,39.0,3.0,-0.13,8741567079173788137
0,37.0,2.7,-2.5,8741567083468755433
1,40.0,3.5,-0.48,8741567087763722729
0,31.5,3.4,0.12,8741567092058690025
0,28.5,3.9,0.49,8741567096353657321
0,43.0,4.0,0.63,8741567100648624617
