,race,LSAT,UGPA,ZFYA,uuid,fairScore
10349,0,46.0,3.4,1.11,213458974584111218782214108020285876177,46.91586436682488
10350,0,40.0,3.6,0.94,209310728825960059818017949655390488491,40.256554053108374
10351,0,42.0,3.5,-1.43,11305168703874563277880549758884638635,42.54048443290867
10352,3,32.0,2.7,-1.43,111995930227348520711453310315692922476,40.211269609453346
10353,3,33.0,3.9,-1.43,154279540587948923903356051340642446589,40.211269609453346
10354,3,35.0,3.1,-1.66,178642484787802378177062756758090345477,42.06640965078037
10355,0,45.0,3.6,1.37,119413682066317824168688299480246024230,44.90267533799491
10356,0,39.0,3.7,1.17,167296296152447524239746414335090823125,38.01995256899238
10357,3,41.0,2.5,-0.64,111240177202480664631797903944027370007,46.49730538414863
10358,0,44.0,3.6,0.43,282358150212772884251159277352087571126,44.90267533799491
10359,0,46.0,3.6,0.49,249733150281566280474415302433723111806,46.91586436682488
10360,3,37.0,2.4,-0.47,67475622830713033088337278278753865059,43.43898018437699
10361,0,43.0,3.5,-1.52,162622450385063645253426508287776281376,42.54048443290867
10362,3,35.0,2.6,-1.43,224407927211064142347057965390588948138,42.06640965078037
10363,2,41.0,3.3,2.14,286393437168142631960040113344922283553,40.92695452390588
10364,0,38.5,4.0,-0.03,202476366210197481503404012835574632895,38.01995256899238
10365,0,43.0,3.6,0.01,200701528959357157543129000720095918862,42.54048443290867
10366,2,35.0,3.4,-0.86,110552510259616263905892963045452488694,35.19745380258035
10367,0,44.0,3.5,-1.0,231322323938629268689200504655017350476,44.90267533799491
10368,0,44.0,3.3,0.06,95622760229566712923177710621447521996,44.90267533799491
10369,3,32.0,3.2,-0.85,280502396047789251286057157476206424405,40.211269609453346
10370,0,44.0,3.5,-0.23,147828905825777303496163227770290093286,44.90267533799491
10371,0,39.0,3.7,-0.83,191470753268427226686738082502182504911,38.01995256899238
10372,0,43.0,3.5,0.58,187841933638047504132891240741099568611,42.54048443290867
10373,7,35.0,3.5,-1.45,303358677521785945197031739343815727401,38.62837283064329
10374,0,43.0,3.5,0.63,114773837488547412064095673123492821310,42.54048443290867
10375,0,42.0,3.6,-0.45,159289933226047992145867302131201773596,42.54048443290867
10376,2,43.0,3.4,0.06,5837917336044533804846921445580088820,43.05471242924736
10377,3,34.0,2.9,-0.2,75947291488742430469739729622687177089,42.06640965078037
10378,2,42.0,3.5,-0.77,55148360575137284842460153129949096953,43.05471242924736
10379,0,45.0,3.5,-0.83,253586002921518174317685560977359074351,44.90267533799491
10380,0,39.0,3.8,-0.6,95570934724972656446748924593135851652,38.01995256899238
10381,0,43.0,3.5,-0.23,298650911115525585172471571444916568010,42.54048443290867
10382,0,47.0,3.7,0.12,312659528225069098372207912451654646632,46.91586436682488
10383,0,39.0,3.8,1.11,204581585916767129583662191536664889745,38.01995256899238
10384,0,38.0,3.5,0.63,190363274745364938476780452502742118971,38.01995256899238
10385,4,39.0,3.8,-0.63,15124159401527663831286251038027248967,41.23918142201012
10386,0,44.0,3.4,1.79,254504862781854029727197244305701943087,44.90267533799491
10387,3,30.0,3.6,-1.88,296812728316000042034761627610906849710,38.13214607819293
10388,0,43.0,4.0,2.17,120217229968642994343007218442098056565,42.54048443290867
10389,0,43.0,3.5,0.71,306383136290943355274514356482152284334,42.54048443290867
10390,0,44.0,3.9,2.22,224062147528429599967410585543098688327,44.90267533799491
10391,0,45.0,3.4,0.66,3752753515027861760817133306218872233,44.90267533799491
10392,0,42.0,3.7,-0.34,241713744281615083669423676643441988014,42.54048443290867
10393,0,43.0,3.8,-0.63,249915762127398550454984008873077660707,42.54048443290867
10394,0,42.0,3.9,2.6,12330818623772356488291985460271708721,42.54048443290867
10395,0,43.0,3.7,-0.75,300315535495741868915434787800966106571,42.54048443290867
10396,0,43.0,3.6,0.79,84509966055728776176776295317227855170,42.54048443290867
10397,2,41.0,3.7,1.06,21237446792673875853436293071047375176,40.92695452390588
10398,0,44.0,3.5,-0.92,19068776313338801575069545044211199349,44.90267533799491
10399,0,44.0,3.5,1.46,33373783640883543052006317554740571694,44.90267533799491
10400,0,41.0,3.8,-1.09,123680882345365410439147410545307107975,40.256554053108374
10401,0,41.0,3.8,-0.34,119447382389254496672165236349073448547,40.256554053108374
10402,0,42.0,3.6,-0.52,54529781252613301358949358346085943029,42.54048443290867
10403,0,43.0,3.5,0.06,17505693202660768088190976090973645352,42.54048443290867
10404,0,46.0,3.5,0.43,334283810674925575922751843107182997989,46.91586436682488
10405,0,42.0,3.6,1.31,131438872303298040126524793569497711549,42.54048443290867
10406,0,41.0,3.8,1.73,165364044161046422980906518278466062475,40.256554053108374
10407,0,41.0,3.8,-0.03,159650029951918619159912103382734421126,40.256554053108374
10408,0,46.0,3.6,-0.07,52179034701982129049505390642630533321,46.91586436682488
10409,0,44.0,3.3,-1.29,123447609208551377973876772982097188262,44.90267533799491
10410,0,47.0,3.6,0.82,99003610535003132508847509547415693615,46.91586436682488
10411,0,40.0,3.7,0.34,17403201275141642942420242323483187719,40.256554053108374
10412,0,43.0,3.9,1.0,111658372735527911593698714856836206621,42.54048443290867
10413,0,42.0,3.8,-0.92,130385161047988468494819488351598246495,42.54048443290867
10414,4,40.0,2.9,0.68,282441241486609518456311859727925876945,43.31500204189183
10415,0,41.0,3.6,0.66,228037931841435587256979423538521887571,40.256554053108374
10416,4,31.5,3.3,-0.55,218329684357120671531246654077423682100,35.71520290479173
10417,0,41.0,3.7,0.2,179714590405392826860681656494012570209,40.256554053108374
10418,0,48.0,3.3,-0.03,302098677145931877906000487399601189829,48.897852021621524
10419,0,41.0,3.6,-0.8,209634808308610879280230116163312344520,40.256554053108374
10420,2,45.0,3.4,-0.26,184131971603972020393762875664482687250,45.19710353570131
10421,4,39.0,2.9,-1.43,238241070440148744575253534329856985122,41.23918142201012
10422,0,46.0,3.4,-1.06,142812022242125854128492098695352546358,46.91586436682488
10423,0,46.0,3.5,-0.5,76845773073637342713366568803804126192,46.91586436682488
10424,0,42.0,4.0,-1.66,53932637112378366659786687278219135144,42.54048443290867
10425,2,39.0,3.5,-0.4,4434138817299899020620920021853768627,38.988032233473085
10426,0,40.0,3.7,0.28,135710096647524941179772707297365624362,40.256554053108374
10427,0,45.0,3.5,0.85,101460965614637176548666736417752959618,44.90267533799491
10428,0,41.0,3.8,0.36,209086979564937375685649512800820536811,40.256554053108374
10429,0,39.0,3.7,0.06,23273868358290497271074966573170362254,38.01995256899238
10430,3,40.0,2.7,-1.37,34776035290468284916063101569288239515,46.49730538414863
10431,0,44.0,3.5,1.33,184906137157795291290231876994122126565,44.90267533799491
10432,0,47.0,3.5,0.91,32172505832544855258543502089346294156,46.91586436682488
10433,0,42.0,3.8,0.86,192201475752670956697532645546795243808,42.54048443290867
10434,0,40.0,3.9,0.06,91846071571289260483378013600328501718,40.256554053108374
10435,0,40.0,3.6,0.68,25039100271130313974533688188454633744,40.256554053108374
10436,3,32.0,3.0,-0.55,244009665643827003367496159272548268651,40.211269609453346
10437,0,42.0,3.5,-0.07,210348802400013906909046694103831317692,42.54048443290867
10438,0,41.0,4.0,-1.06,318360615134818973865584517967553929215,40.256554053108374
10439,0,46.0,3.5,-0.34,321615282737311230897532858634196480705,46.91586436682488
10440,0,40.5,3.6,0.11,309263913327409808003390490953453977205,40.256554053108374
10441,0,44.0,3.3,-0.69,112788512082292517423123990040234927056,44.90267533799491
10442,0,42.0,3.9,-1.29,252110050158210731291938131360225485882,42.54048443290867
10443,0,48.0,3.6,1.37,312035721893118903903518056097552758245,48.897852021621524
10444,0,44.0,3.5,-0.69,113534591501885314122962630571775743237,44.90267533799491
10445,0,38.0,3.0,-0.26,122328731433192823170063702828726776865,38.01995256899238
10446,0,40.0,3.5,1.19,251406950748872583595235391009671273379,40.256554053108374
10447,0,45.0,3.4,-0.69,191547490313569197665193779094806715001,44.90267533799491
10448,0,42.0,3.9,-0.32,95228684991862650358530517828847030790,42.54048443290867
10449,0,43.0,3.5,0.63,250076017331170651649158076672805623594,42.54048443290867
10450,0,40.0,3.6,1.31,31802336415675967461311106074945053949,40.256554053108374
10451,0,46.0,3.6,0.8,89527223639758462493581572430723462610,46.91586436682488
10452,0,44.0,3.6,0.48,87956640548225038425881606036824691073,44.90267533799491
10453,0,43.0,3.7,-1.66,107181046297867251123550476966433816692,42.54048443290867
10454,3,29.0,3.1,-0.46,249283591527127752958829280246753062589,35.966785509708515
10455,0,40.25,3.6,-0.34,273331984128110981115213421539317681805,40.256554053108374
10456,5,40.0,3.0,-1.43,75990256026180370565070940655889379359,44.21959834849648
10457,0,47.0,3.3,0.03,68374203524067198684599893174514242953,46.91586436682488
10458,0,43.0,3.7,0.28,39958964130903554441368924309396085020,42.54048443290867
10459,0,45.0,3.7,0.34,247272135619797315665488183268360754720,44.90267533799491
10460,0,43.0,3.6,0.2,156481847260480118579111792335847671475,42.54048443290867
10461,0,42.0,3.8,1.6,123405675560533453688156100515317860451,42.54048443290867
10462,0,42.0,3.5,0.55,338504079806905737499110855827402679286,42.54048443290867
10463,4,39.0,3.4,-0.26,101026388372252956937075616654894287643,41.23918142201012
10464,0,45.0,3.3,0.68,35623351870084149700105940118584842220,44.90267533799491
10465,0,44.0,3.4,1.06,277287602830603506282038094877670293316,44.90267533799491
10466,0,42.0,3.6,0.57,286148305566546999996764759825278913501,42.54048443290867
10467,0,43.0,3.5,-0.69,120533630556574086895399371617407886430,42.54048443290867
10468,0,44.0,3.5,-0.32,192039641757269618690775619601133138523,44.90267533799491
10469,0,38.0,3.8,0.03,164368209677983994762424522293847790772,38.01995256899238
10470,2,45.0,3.4,0.26,166245436143718459230001378762926259792,45.19710353570131
10471,2,42.0,3.8,0.66,93208072205513253233389241947925178357,43.05471242924736
10472,2,41.0,3.5,-0.12,188115591209669427941535498754895397614,40.92695452390588
10473,0,45.0,3.5,0.71,211838744018623785470612919095172450915,44.90267533799491
10474,0,42.0,3.6,0.03,330379066550968098022726517631118141420,42.54048443290867
10475,0,41.0,3.7,-0.32,128469246728418535514680347393897468359,40.256554053108374
10476,0,42.0,3.3,-1.15,213830190415368733387556601791309827190,42.54048443290867
10477,3,35.0,3.3,-1.66,244719346512086394488028297031063968181,42.06640965078037
10478,0,45.0,3.4,-0.03,311543708612431799548958671725476715892,44.90267533799491
10479,4,38.0,3.5,2.29,191076048872596097501942171791752776955,41.23918142201012
10480,0,39.0,3.9,0.6,231358287341183130636205685562840988385,38.01995256899238
10481,0,45.0,3.4,0.43,244982142896909888852053144989702955874,44.90267533799491
10482,0,41.0,3.4,1.17,234665905772624125501871901139120560510,40.256554053108374
10483,4,42.0,3.7,0.28,8705798420508336869875959142584413346,45.48104171581694
10484,2,38.5,3.7,-1.23,53796472434198368651668755106152613620,38.988032233473085
10485,0,43.0,3.6,0.79,283492484547718231314413041926056453650,42.54048443290867
10486,2,39.0,3.7,-0.86,197426458981331864410823092462158925987,38.988032233473085
10487,3,37.0,2.9,-1.2,114353685421717249665123932595664818398,43.43898018437699
10488,0,46.0,3.3,1.54,163748401951187034610831112602602980874,46.91586436682488
10489,0,44.0,3.5,-0.23,88638843595385830754382197173954948948,44.90267533799491
10490,3,34.0,3.1,-1.23,336285190729107945930369275581169034645,42.06640965078037
10491,0,41.0,3.5,-0.23,170418657164066884899927038856331307725,40.256554053108374
10492,0,43.0,3.7,0.06,230177458590991239314891789849436594563,42.54048443290867
10493,0,41.5,3.7,1.83,46209522711579351036051034609241843147,42.54048443290867
10494,0,43.0,3.4,-0.86,126828632372455234072617760058310709938,42.54048443290867
10495,0,44.0,3.6,1.54,332068972203430888433164747879559502036,44.90267533799491
10496,0,45.0,3.5,-0.26,100893879438578025098398657696346840700,44.90267533799491
10497,2,42.0,3.6,-1.2,113726441095789837150767895676552823352,43.05471242924736
10498,0,40.0,3.8,-0.63,100407341961043535471538556235430726829,40.256554053108374
10499,0,45.0,3.8,-0.29,86453165780493751910374338950970411910,44.90267533799491
10500,4,41.5,3.7,-1.52,243328651855415810342397780358430932899,45.48104171581694
10501,2,47.0,3.5,-0.42,5354456359152576951771040243689845782,47.210321917807825
10502,0,41.0,3.6,-0.99,236985744094063255777457783179544322419,40.256554053108374
10503,0,46.0,3.7,1.83,141572275089481790746370590804743277695,46.91586436682488
10504,0,48.0,3.5,1.98,51794358396568164349779999865008786735,48.897852021621524
10505,0,30.0,3.9,0.31,221005595853025224843913523493442089639,28.675076064364358
10506,0,41.0,3.6,0.36,70274235419679630560197677026872610059,40.256554053108374
10507,0,44.0,3.5,-0.37,247628088903657830327261239553431616583,44.90267533799491
10508,0,46.0,3.7,2.2,284116631581823036676762948632115133832,46.91586436682488
10509,0,44.0,3.4,1.11,116570156452751536493004134127854497592,44.90267533799491
10510,0,39.0,3.9,1.6,313896999195432694431710005824030386742,38.01995256899238
10511,0,45.0,3.6,0.43,85212799238469386304693757836224260860,44.90267533799491
10512,4,38.0,3.5,-0.55,209116821438971159501255364912321938143,41.23918142201012
10513,0,43.0,3.6,0.08,151698020220423237102915194176531633172,42.54048443290867
10514,0,38.5,3.8,0.49,26159829102539664906803393791230098396,38.01995256899238
10515,0,44.0,3.5,0.44,283666857403079071142987038531501718991,44.90267533799491
10516,0,44.0,3.8,1.6,94702802587379832940274909314236263575,44.90267533799491
10517,0,41.0,3.5,-0.55,323813727600816061775385973962653189097,40.256554053108374
10518,0,42.5,3.6,0.2,317766046634764267740945250792182478477,42.54048443290867
10519,0,42.0,3.5,-1.12,119631183213143237216710830629675327546,42.54048443290867
10520,0,41.0,3.7,-0.37,41998178864591328595447953803707513074,40.256554053108374
10521,0,40.0,3.0,-0.29,140017455578757848226000074162223647034,40.256554053108374
10522,0,43.0,3.8,1.37,174672891966693408838321687282461131653,42.54048443290867
10523,0,46.0,3.7,1.4,81279893395274918201454834214197975710,46.91586436682488
10524,0,42.0,3.8,-0.09,43010398443310376378886699394100235142,42.54048443290867
10525,0,40.0,4.0,-0.17,205091541766468542608983396606139375674,40.256554053108374
10526,0,39.0,3.2,-0.03,196340465788530306279261201693085136446,38.01995256899238
10527,0,42.0,3.7,0.8,293731932800676433866241529772760013702,42.54048443290867
10528,2,42.0,3.5,-0.97,8853810922548408631665277432678960945,43.05471242924736
10529,2,39.5,3.5,-0.09,300332039580098832363591977172604251523,40.92695452390588
10530,0,42.0,3.7,0.77,26741509630576888951138514721568039555,42.54048443290867
10531,3,38.0,3.1,-2.12,110515456515385763207823777960775172660,44.99999999999999
10532,0,42.0,3.7,0.14,60672559859366814122011616836609435895,42.54048443290867
10533,0,38.0,3.7,0.31,315258928553946049093683619011319297682,38.01995256899238
10534,3,32.0,3.1,-0.49,168781899186625568590056905712373998046,40.211269609453346
10535,2,37.0,3.8,-0.92,267056248582420611621780952424924152713,37.0
10536,0,45.0,3.6,0.66,317571729907595223159222982153313951786,44.90267533799491
10537,0,43.0,3.6,0.06,301890832950450375255167132527052053733,42.54048443290867
10538,4,36.0,3.4,0.9,75908512492024894282894827151281966357,39.410068892239416
10539,0,46.0,3.4,0.57,13313079681279788503263433566013743051,46.91586436682488
10540,0,43.0,3.6,0.26,213274334391398479625699672237894852181,42.54048443290867
10541,0,40.0,3.1,-0.83,172047208865372194026358496480467390566,40.256554053108374
10542,0,39.0,3.6,-0.69,260960485751170980461627717853064222187,38.01995256899238
10543,0,44.0,3.5,-0.55,60465815430354876593176410608654747764,44.90267533799491
10544,0,41.0,3.8,1.37,101297957857668810089759917724858478221,40.256554053108374
10545,3,32.0,3.1,-1.09,325820946479873866315795219205438435608,40.211269609453346
10546,0,41.0,3.7,0.11,61989619194860042700824432481923711831,40.256554053108374
10547,0,45.0,3.5,0.48,290335996438418013676510572176155976693,44.90267533799491
10548,7,30.0,3.4,-1.2,84207830772072114826156762194705771242,34.53921723270285
10549,0,43.0,3.8,-0.63,180203138102894700125164420963739460066,42.54048443290867
10550,0,40.0,3.8,1.54,313319205562055734335834653162011013700,40.256554053108374
10551,3,25.0,2.6,-1.62,319525760437338077108561043940740982285,31.828807122732
10552,0,33.0,2.8,1.36,248633759170362355454488628138663801866,30.8928681643817
10553,0,38.0,3.0,0.13,320957445699349765460114540048947434544,38.01995256899238
10554,0,30.0,2.5,-1.51,206195651208525155822094555364376420393,28.675076064364358
10555,0,32.0,3.2,-0.44,152612269329689635017142419807467811939,30.8928681643817
10556,0,30.0,3.1,-0.31,229584604015048668732479282609377246940,28.675076064364358
10557,0,37.0,3.3,-0.71,152208782922843227239460032078203607424,35.76900645844651
10558,0,31.0,3.4,1.31,200259688172776152371906756582302668276,28.675076064364358
10559,0,37.0,2.8,2.19,103115280517149811233681344964447533111,35.76900645844651
10560,0,34.0,3.5,-1.12,72388249224926923777928926040522949683,33.44821967157165
10561,0,35.0,2.8,-0.07,211808580062310835114244028140663352186,33.44821967157165
10562,0,30.0,3.5,-0.05,58355774515863462920597439821419516890,28.675076064364358
10563,0,35.0,3.0,0.76,306337786552263849380912576524705432760,33.44821967157165
10564,0,32.0,3.3,0.02,281891970325349241126224595967357626828,30.8928681643817
10565,0,34.0,3.4,1.7,325858978166393808359803928772136830041,33.44821967157165
10566,0,37.0,3.1,-0.13,119850778125144817635655662388260648668,35.76900645844651
10567,0,33.0,3.1,0.78,220323951010400450977040555910731023925,30.8928681643817
10568,0,33.0,3.3,1.09,198457339874206166840656251656443330921,30.8928681643817
10569,0,29.0,3.6,0.46,316804376300267631531872976923423254010,26.536393857324377
10570,0,39.0,2.6,0.9,206436555676776644466262671651303820725,38.01995256899238
10571,0,41.0,2.6,0.48,108862948692157014886981640275343534618,40.256554053108374
10572,0,34.0,3.1,-1.27,129018714335413304775205145563863197440,33.44821967157165
10573,0,32.0,3.1,0.74,245909451277638939347269802017700854808,30.8928681643817
10574,0,32.0,2.8,0.63,193953208896885706426110756071826480531,30.8928681643817
10575,0,33.0,3.4,0.41,240412915106174248389883076639072185333,30.8928681643817
10576,0,34.0,3.1,1.73,134036678866734948399755410553855744650,33.44821967157165
10577,0,34.0,3.3,0.08,288125636537066009218523233173057522617,33.44821967157165
10578,0,32.0,3.6,0.41,272455014542056414164416042049565841509,30.8928681643817
10579,0,42.0,3.0,0.04,14982615870110009440422030319989364477,42.54048443290867
10580,0,42.0,2.8,-0.16,216586509708328313423286883098872320161,42.54048443290867
10581,0,34.0,3.2,-0.92,77605377733975899616734590329529849965,33.44821967157165
10582,0,39.0,2.7,1.16,67345205078442461058634446038711138793,38.01995256899238
10583,6,30.5,2.7,-0.99,102005289442214994010242004234604326121,31.746043594396564
10584,0,33.0,3.1,0.59,58950967042056032150587452896659282459,30.8928681643817
10585,0,31.0,3.4,0.44,174948691150123116075113299430191930858,28.675076064364358
10586,0,35.0,3.5,1.11,158036398362934287862647749234198592487,33.44821967157165
10587,0,39.0,2.5,1.36,206161816730386650698600835454977874306,38.01995256899238
10588,0,36.0,2.1,-0.13,218900160789716886994778896932255603021,35.76900645844651
10589,3,24.0,2.7,-2.15,20991586358923728347880030715907257999,31.828807122732
10590,0,31.5,3.6,0.19,249390953325167155257238398990532987802,30.8928681643817
10591,0,33.25,3.2,-1.58,286327485460815238564282526982526036986,33.44821967157165
10592,0,32.0,3.4,0.24,63878476831130932259412566165247395441,30.8928681643817
10593,0,32.5,2.5,0.02,42885901933515316115218776967576619657,30.8928681643817
10594,2,24.0,3.0,-0.75,196271368890667116877881820179528167977,24.14756300712004
10595,0,37.0,3.3,-1.08,248719946264988434716185225864940407795,35.76900645844651
10596,0,32.0,3.2,-0.2,227350116291441041405454097052100333790,30.8928681643817
10597,0,33.0,3.0,0.54,304418457607452302918687150958103211240,30.8928681643817
10598,0,35.0,2.7,-0.57,239376319333007497773757547470111771541,33.44821967157165
10599,0,32.0,3.0,-0.09,78696145706259784038234383295212299077,30.8928681643817
10600,0,36.0,2.9,-0.35,217059590932607952544589992161993211887,35.76900645844651
10601,0,38.0,2.7,-0.35,73545724474716611762307003943969825321,38.01995256899238
10602,0,38.0,2.8,-0.2,238590163469426596624959722298876506653,38.01995256899238
10603,0,34.0,3.1,1.73,334362568871285997849658697632419942229,33.44821967157165
10604,0,38.0,2.5,0.3,207031704246682719136304124713837845679,38.01995256899238
10605,0,31.0,3.2,-0.2,37940676737905718975918126569694216021,28.675076064364358
10606,0,28.5,3.2,-0.94,247261035549521628882615608969499389999,26.536393857324377
10607,6,19.5,3.1,-1.54,272543043699391557186925539317976859093,23.73229426622973
10608,0,34.0,3.5,0.59,63904782297292520597566411242334746083,33.44821967157165
10609,0,34.0,3.1,0.3,95470463053562846471986810723866366979,33.44821967157165
10610,0,40.0,2.4,1.16,274579169889849183223593714029400709956,40.256554053108374
10611,2,28.0,2.3,-0.92,135559746153258503617672023854696029251,28.64603402853676
10612,0,28.0,3.2,0.79,193174343823589944540023441623695852356,26.536393857324377
10613,3,26.5,2.2,-0.94,187116503680476361599937595668754665258,33.843857259243514
10614,0,36.0,3.1,0.79,290556121345279683642595411156677159232,35.76900645844651
10615,0,37.0,3.6,0.81,253546745630688095210800190648802361780,35.76900645844651
10616,0,30.0,3.2,0.98,121816590483839009164531043272257260765,28.675076064364358
10617,0,30.0,3.4,0.67,256500983721523848644331353448510290302,28.675076064364358
10618,0,37.0,2.4,0.3,45210280810088385156055066957581422439,35.76900645844651
10619,0,32.0,3.2,-0.75,271163691937565921881359183337671667434,30.8928681643817
10620,0,29.0,3.3,-0.53,320712496738757477755388659454571903663,26.536393857324377
10621,0,37.0,3.3,-0.2,292049631920545724478683199151362826695,35.76900645844651
10622,3,20.25,2.4,-0.25,274583660984069276387978452546648656799,27.492662830631318
10623,0,33.0,2.5,-0.58,276635261835262071721078987993038604143,30.8928681643817
10624,0,25.5,2.8,2.09,311436931550494363085779034740989959089,24.439714201369704
10625,3,22.0,3.1,1.29,140474178083793387556363760453561443185,29.723538788250025
10626,3,22.0,2.9,-0.88,10742357578202574653706361987955965799,29.723538788250025
10627,0,23.0,2.3,-0.21,291543491920392900429703419549535774248,20.34133172086526
10628,0,32.5,2.4,1.04,150839395961787763057652235936685649682,30.8928681643817
10629,3,26.0,2.7,-0.1,172392870079606349263742205414206919949,33.843857259243514
10630,0,26.5,2.8,1.61,66540789565973761817882583922803893539,24.439714201369704
10631,0,27.0,2.6,1.63,256670214864327062959547567108254664666,24.439714201369704
10632,3,29.0,2.8,0.81,127986321927214524142188134408227895373,35.966785509708515
10633,0,32.0,3.0,0.56,85759405526736354087233468697875595761,30.8928681643817
10634,3,23.5,2.7,0.02,35038606060730480579629638664820617420,31.828807122732
10635,0,29.0,2.6,-0.08,216310407150774242515029544345493878490,26.536393857324377
10636,0,33.0,2.5,0.08,51645291186652002727900317393289098061,30.8928681643817
10637,0,30.0,2.2,0.61,92106747623800304635784280639752017972,28.675076064364358
10638,3,20.0,2.6,0.35,244138533634337511048131615762622743764,27.492662830631318
10639,3,20.0,3.1,-0.77,213472700118562452174651308391958827924,27.492662830631318
10640,3,26.0,2.5,-0.04,273621260468444316836599826337904625070,33.843857259243514
10641,0,22.0,2.2,-0.67,334785700312162965125144686238977378989,20.34133172086526
10642,0,22.0,2.4,-0.9,232917735918236567287565285842612096698,20.34133172086526
10643,0,26.75,3.1,1.55,225284046084033438891075562634939189242,24.439714201369704
10644,3,20.5,1.9,-0.88,1802209404974102113180594160681897786,27.492662830631318
10645,0,30.0,2.3,0.75,32884691488960045954559448273862414686,28.675076064364358
10646,3,31.0,3.7,1.04,185919607480980922839475890483382106547,38.13214607819293
10647,3,23.0,2.9,-0.56,258359748312868094582787261152322386215,29.723538788250025
10648,0,33.0,2.9,0.94,317430759822681038725788915856976484979,30.8928681643817
10649,0,28.0,3.0,0.5,96719477297047384987166332886928292557,26.536393857324377
10650,0,24.0,2.6,-0.42,276948981539576760430999904765502944515,22.349462125824335
10651,3,21.0,2.0,-0.11,33360738089598581148151413192190022432,27.492662830631318
10652,0,26.0,2.5,1.79,275209116676773661865555321526473886964,24.439714201369704
10653,0,32.0,2.2,0.56,141515925061628568802848900530464505767,30.8928681643817
10654,3,20.25,2.2,-0.4,211487534937210091645415107759692005692,27.492662830631318
10655,0,32.0,2.9,1.29,49488326197101293387413423470759309698,30.8928681643817
10656,0,27.0,2.4,0.02,166984452432770839740503367416950800438,24.439714201369704
10657,3,18.0,3.5,0.95,186129559580730927476921636100767233424,24.790111813131574
10658,3,21.0,3.1,-0.15,21355237529746720101242942462332886023,27.492662830631318
10659,0,25.5,2.5,-0.4,159439012060931953734182126377219379049,24.439714201369704
10660,3,19.75,1.8,-0.64,232848483966677663395433155950939130488,27.492662830631318
10661,3,23.0,3.0,0.79,84649323716861828876095409572403265487,29.723538788250025
10662,0,24.0,2.6,0.17,180487854207846794694865699331795121629,22.349462125824335
10663,3,20.0,2.2,0.89,94142185006841076614393933772378362748,27.492662830631318
10664,3,24.0,2.4,-0.36,140677897407035138769884747973870286747,31.828807122732
10665,3,26.0,2.5,0.71,61402590299992355099507403527048062312,33.843857259243514
10666,3,20.0,2.8,-0.48,129404480418243887920191333288855163240,27.492662830631318
10667,3,20.5,3.2,0.48,152244111309990477107986037984900147756,27.492662830631318
10668,3,15.0,2.1,-0.61,68858991402746228701357973046974632627,20.249062868433626
10669,3,21.0,2.1,-0.1,255509649592787297406707018800223201100,27.492662830631318
10670,3,24.0,3.7,0.92,93629703810548765272316454148940029206,31.828807122732
10671,3,15.75,2.3,-0.79,325740416638129373458687414594442314123,22.399161751105567
10672,3,19.0,3.4,0.77,307459820247229755082748231030442672714,24.790111813131574
10673,3,23.0,3.3,0.35,263973519678353689876678649547217621338,29.723538788250025
10674,3,19.0,2.5,0.05,233138086755607470207265846514045973124,24.790111813131574
10675,3,26.0,2.8,-0.29,163158884327993539976535101002486896766,33.843857259243514
10676,0,29.0,2.0,1.31,155638578142838370539372265325054353354,26.536393857324377
10677,3,18.25,2.1,-1.15,123845315138848264124576352217246547644,24.790111813131574
10678,0,35.0,2.2,-0.42,15594591351894538044699267257368651470,33.44821967157165
10679,0,28.0,2.3,0.75,291699967952209619897826348572638653071,26.536393857324377
10680,3,28.0,2.4,-1.46,170592176367963608525366349353323253806,35.966785509708515
10681,0,29.0,2.0,0.44,259638645691118948605406536963192027596,26.536393857324377
10682,0,29.0,2.8,0.06,275199932041718470924727862410901027476,26.536393857324377
10683,0,28.0,3.2,1.15,296070771606971565483633556984830462866,26.536393857324377
10684,0,33.0,2.6,0.54,198796073057446767444541006847490630891,30.8928681643817
10685,3,29.0,2.8,-0.67,279573717905153523283125137271008917472,35.966785509708515
10686,3,20.0,2.7,-0.77,141607720999770324310358387878112605067,27.492662830631318
10687,3,27.0,2.8,0.4,176797978709796106924563765002944228227,33.843857259243514
10688,3,22.0,2.2,-0.79,273365036533527775716540139774896246047,29.723538788250025
10689,0,27.75,2.6,-0.15,185251304587748482089245146161815433579,26.536393857324377
10690,6,22.5,2.3,0.13,247417271667905900072308138909185332237,26.11893538735665
10691,0,28.0,2.9,-0.15,245482401872402324106605991941517395277,26.536393857324377
10692,3,20.75,2.2,0.25,239773974486668279057558507863914081057,27.492662830631318
10693,0,22.75,2.3,-0.36,85532941113294839504626991257352332941,20.34133172086526
10694,3,30.0,2.7,0.56,166665552050994650301977381072243884788,38.13214607819293
10695,0,30.5,2.7,1.02,152450805495900265430184748683337246972,28.675076064364358
10696,0,25.5,2.1,0.88,44024629717130564871958825300861327245,24.439714201369704
10697,0,48.0,2.0,1.04,180445940345469149877359494643913648657,48.897852021621524
10698,4,29.0,3.2,0.7,142422525669872317666891828677228673872,31.749863143979038
10699,0,41.0,3.2,0.21,185916185649946670746505281162307026075,40.256554053108374
10700,0,48.0,2.2,0.41,128523044387568992171709371449968685950,48.897852021621524
10701,0,44.0,2.2,0.58,317696016144014267728304365307828009188,44.90267533799491
10702,0,45.0,2.6,0.35,192801686112230350873968592505814887947,44.90267533799491
